snp.dists.0.8.2,variable,value,same_source
SBV172,SBV082,2,1
SBV173,SBV082,1,1
SBV174,SBV082,2,1
SBV175,SBV082,1,1
SBV176,SBV082,8,1
SBV218,SBV082,5,1
SBV234,SBV082,4,1
SBV235,SBV082,2,1
SBV240,SBV082,4,1
SBV257,SBV082,3,1
SBV269,SBV082,7,1
SBV270,SBV082,9,1
SBV271,SBV082,6,1
SBV272,SBV082,3,1
SBV273,SBV082,9,1
SBV274,SBV082,12,1
SBV275,SBV082,11,1
SBV276,SBV082,12,1
SBV277,SBV082,10,1
SBV278,SBV082,3,1
SBV279,SBV082,1,1
SBV280,SBV082,1,1
SBV281,SBV082,4,1
SBV282,SBV082,7,1
SBV283,SBV082,5,1
SBV284,SBV082,9,1
SBV285,SBV082,3,1
SBV286,SBV082,9,1
SBV287,SBV082,4,1
SBV288,SBV082,7,1
SBV289,SBV082,9,1
SBV290,SBV082,8,1
SBV291,SBV082,4,1
SBV292,SBV082,9,1
SBV293,SBV082,3,0
SBV294,SBV082,4,0
SBV295,SBV082,10,0
SBV296,SBV082,2,0
SBV297,SBV082,1,0
SBV298,SBV082,5,0
SBV299,SBV082,4,0
SBV300,SBV082,5,0
SBV301,SBV082,9,0
SBV302,SBV082,6,0
SBV305,SBV082,12,0
SBV306,SBV082,10,0
SBV307,SBV082,10,1
SBV308,SBV082,4,1
SBV310,SBV082,10,1
SBV311,SBV082,8,1
SBV312,SBV082,8,1
SBV313,SBV082,74,1
SBV314,SBV082,5,1
SBV315,SBV082,6,1
SBV316,SBV082,13,1
SBV317,SBV082,8,1
SBV318,SBV082,6,1
SBV319,SBV082,12,1
SBV320,SBV082,7,1
SBV321,SBV082,4,1
SBV322,SBV082,3,1
SBV323,SBV082,6,1
SBV324,SBV082,4,1
SBV325,SBV082,7,1
SBV326,SBV082,7,1
SBV327,SBV082,7,1
SBV328,SBV082,5,1
SBV329,SBV082,6,1
SBV330,SBV082,7,1
SBV331,SBV082,11,1
SBV332,SBV082,1,1
SBV333,SBV082,4,1
SBV334,SBV082,10,1
SBV335,SBV082,7,1
SBV336,SBV082,5,1
SBV337,SBV082,1,1
SBV338,SBV082,11,0
SBV339,SBV082,9,0
SBV340,SBV082,9,0
SBV341,SBV082,12,0
SBV343,SBV082,12,1
SBV344,SBV082,5,0
SBV345,SBV082,1,1
SBV347,SBV082,4,0
SBV348,SBV082,3,1
SBV349,SBV082,4,0
SBV350,SBV082,9,0
SBV351,SBV082,8,0
SBV352,SBV082,11,1
SBV353,SBV082,5,1
SBV354,SBV082,7,1
SBV355,SBV082,2,1
SBV356,SBV082,4,0
SBV357,SBV082,6,1
SBV358,SBV082,7,1
SBV359,SBV082,7,1
SBV361,SBV082,1,1
SBV362,SBV082,6,1
SBV363,SBV082,12,1
SBV364,SBV082,11,0
SBV365,SBV082,6,1
SBV366,SBV082,8,1
SBV367,SBV082,9,0
SBV368,SBV082,12,1
SBV369,SBV082,5,1
SBV370,SBV082,11,1
SBV371,SBV082,9,1
SBV372,SBV082,6,0
SBV373,SBV082,6,1
SBV374,SBV082,14,1
SBV375,SBV082,2,1
SBV376,SBV082,11,1
SBV005,SBV083,36,0
SBV007,SBV083,3,1
SBV010,SBV083,61,1
SBV011,SBV083,83,0
SBV019,SBV083,68,1
SBV021,SBV083,67,0
SBV022,SBV083,14,0
SBV023,SBV083,0,1
SBV024,SBV083,68,1
SBV025,SBV083,4,1
SBV027,SBV083,2,0
SBV029,SBV083,72,1
SBV030,SBV083,5,0
SBV032,SBV083,72,1
SBV033,SBV083,4,1
SBV035,SBV083,2,0
SBV036,SBV083,2,0
SBV037,SBV083,4,0
SBV038,SBV083,5,0
SBV039,SBV083,3,0
SBV041,SBV083,1,0
SBV042,SBV083,2,0
SBV043,SBV083,2,1
SBV044,SBV083,2,1
SBV045,SBV083,0,1
SBV046,SBV083,1,1
SBV047,SBV083,0,1
SBV048,SBV083,0,1
SBV049,SBV083,0,1
SBV050,SBV083,2,1
SBV051,SBV083,0,1
SBV052,SBV083,2,1
SBV053,SBV083,4,1
SBV054,SBV083,4,1
SBV055,SBV083,2,1
SBV056,SBV083,3,1
SBV057,SBV083,1,1
SBV058,SBV083,4,1
SBV059,SBV083,0,1
SBV060,SBV083,5,1
SBV061,SBV083,3,1
SBV062,SBV083,4,1
SBV063,SBV083,1,1
SBV064,SBV083,3,1
SBV067,SBV083,2,1
SBV068,SBV083,4,1
SBV069,SBV083,1,1
SBV070,SBV083,4,1
SBV071,SBV083,0,1
SBV072,SBV083,9,0
SBV075,SBV083,1,0
SBV076,SBV083,0,0
SBV077,SBV083,1,0
SBV078,SBV083,4,0
SBV079,SBV083,1,0
SBV080,SBV083,4,0
SBV081,SBV083,0,0
SBV082,SBV083,1,0
SBV083,SBV083,0,0
SBV084,SBV083,0,1
SBV087,SBV083,1,1
SBV088,SBV083,5,1
SBV089,SBV083,2,1
SBV090,SBV083,3,1
SBV091,SBV083,5,1
SBV092,SBV083,4,1
SBV093,SBV083,3,1
SBV094,SBV083,2,1
SBV095,SBV083,2,1
SBV096,SBV083,0,1
SBV097,SBV083,0,1
SBV098,SBV083,0,1
SBV099,SBV083,3,1
SBV100,SBV083,1,1
SBV101,SBV083,1,1
SBV102,SBV083,7,1
SBV103,SBV083,5,1
SBV104,SBV083,2,1
SBV105,SBV083,3,1
SBV106,SBV083,1,1
SBV107,SBV083,6,1
SBV108,SBV083,1,1
SBV109,SBV083,5,1
SBV110,SBV083,5,1
SBV111,SBV083,2,1
SBV112,SBV083,0,1
SBV113,SBV083,4,0
SBV114,SBV083,1,0
SBV115,SBV083,1,0
SBV116,SBV083,6,0
SBV117,SBV083,2,0
SBV118,SBV083,1,0
SBV119,SBV083,4,0
SBV121,SBV083,2,0
SBV122,SBV083,3,0
SBV123,SBV083,2,0
SBV124,SBV083,2,1
SBV125,SBV083,2,1
SBV127,SBV083,4,1
SBV128,SBV083,2,1
SBV130,SBV083,2,1
SBV132,SBV083,3,1
SBV133,SBV083,4,1
SBV134,SBV083,2,1
SBV135,SBV083,3,1
SBV136,SBV083,3,1
SBV138,SBV083,3,1
SBV139,SBV083,3,1
SBV140,SBV083,0,1
SBV141,SBV083,2,1
SBV142,SBV083,3,1
SBV143,SBV083,0,1
SBV144,SBV083,4,1
SBV145,SBV083,2,1
SBV146,SBV083,3,1
SBV147,SBV083,6,1
SBV148,SBV083,2,1
SBV150,SBV083,0,1
SBV151,SBV083,4,1
SBV152,SBV083,3,1
SBV153,SBV083,3,1
SBV156,SBV083,4,0
SBV157,SBV083,4,0
SBV158,SBV083,1,0
SBV159,SBV083,4,0
SBV160,SBV083,5,0
SBV161,SBV083,7,0
SBV162,SBV083,2,0
SBV163,SBV083,3,0
SBV164,SBV083,2,0
SBV165,SBV083,6,0
SBV166,SBV083,2,0
SBV167,SBV083,2,0
SBV168,SBV083,2,0
SBV169,SBV083,3,0
SBV170,SBV083,8,0
SBV171,SBV083,0,1
SBV172,SBV083,1,1
SBV173,SBV083,0,1
SBV174,SBV083,1,1
SBV175,SBV083,0,1
SBV176,SBV083,7,1
SBV218,SBV083,4,1
SBV234,SBV083,3,1
SBV235,SBV083,1,1
SBV240,SBV083,5,1
SBV257,SBV083,4,1
SBV269,SBV083,6,1
SBV270,SBV083,8,1
SBV271,SBV083,5,1
SBV272,SBV083,2,1
SBV273,SBV083,8,1
SBV274,SBV083,11,1
SBV275,SBV083,10,1
SBV276,SBV083,11,1
SBV277,SBV083,9,1
SBV278,SBV083,4,1
SBV279,SBV083,2,1
SBV280,SBV083,2,1
SBV281,SBV083,3,1
SBV282,SBV083,6,1
SBV283,SBV083,4,1
SBV284,SBV083,8,1
SBV285,SBV083,4,1
SBV286,SBV083,8,1
SBV287,SBV083,5,1
SBV288,SBV083,6,1
SBV289,SBV083,8,1
SBV290,SBV083,7,1
SBV291,SBV083,3,1
SBV292,SBV083,8,1
SBV293,SBV083,4,0
SBV294,SBV083,5,0
SBV295,SBV083,9,0
SBV296,SBV083,3,0
SBV297,SBV083,0,0
SBV298,SBV083,4,0
SBV299,SBV083,5,0
SBV300,SBV083,6,0
SBV301,SBV083,8,0
SBV302,SBV083,5,0
SBV305,SBV083,11,0
SBV306,SBV083,9,0
SBV307,SBV083,9,1
SBV308,SBV083,5,1
SBV310,SBV083,9,1
SBV311,SBV083,7,1
SBV312,SBV083,7,1
SBV313,SBV083,73,1
SBV314,SBV083,4,1
SBV315,SBV083,5,1
SBV316,SBV083,12,1
SBV317,SBV083,7,1
SBV318,SBV083,5,1
SBV319,SBV083,11,1
SBV320,SBV083,6,1
SBV321,SBV083,5,1
SBV322,SBV083,2,1
SBV323,SBV083,5,1
SBV324,SBV083,5,1
SBV325,SBV083,6,1
SBV326,SBV083,8,1
SBV327,SBV083,6,1
SBV328,SBV083,4,1
SBV329,SBV083,7,1
SBV330,SBV083,6,1
SBV331,SBV083,10,1
SBV332,SBV083,0,1
SBV333,SBV083,3,1
SBV334,SBV083,9,1
SBV335,SBV083,6,1
SBV336,SBV083,4,1
SBV337,SBV083,0,1
SBV338,SBV083,10,0
SBV339,SBV083,8,0
SBV340,SBV083,8,0
SBV341,SBV083,11,0
SBV343,SBV083,11,1
SBV344,SBV083,6,0
SBV345,SBV083,2,1
SBV347,SBV083,3,0
SBV348,SBV083,4,1
SBV349,SBV083,3,0
SBV350,SBV083,8,0
SBV351,SBV083,7,0
SBV352,SBV083,10,1
SBV353,SBV083,6,1
SBV354,SBV083,6,1
SBV355,SBV083,3,1
SBV356,SBV083,3,0
SBV357,SBV083,7,1
SBV358,SBV083,6,1
SBV359,SBV083,6,1
SBV361,SBV083,2,1
SBV362,SBV083,7,1
SBV363,SBV083,11,1
SBV364,SBV083,10,0
SBV365,SBV083,7,1
SBV366,SBV083,7,1
SBV367,SBV083,8,0
SBV368,SBV083,11,1
SBV369,SBV083,6,1
SBV370,SBV083,10,1
SBV371,SBV083,8,1
SBV372,SBV083,7,0
SBV373,SBV083,5,1
SBV374,SBV083,13,1
SBV375,SBV083,3,1
SBV376,SBV083,10,1
SBV005,SBV084,36,1
SBV007,SBV084,3,0
SBV010,SBV084,61,1
SBV011,SBV084,83,1
SBV019,SBV084,68,0
SBV021,SBV084,67,1
SBV022,SBV084,14,1
SBV023,SBV084,0,0
SBV024,SBV084,68,1
SBV025,SBV084,4,0
SBV027,SBV084,2,1
SBV029,SBV084,72,0
SBV030,SBV084,5,1
SBV032,SBV084,72,1
SBV033,SBV084,4,1
SBV035,SBV084,2,1
SBV036,SBV084,2,1
SBV037,SBV084,4,1
SBV038,SBV084,5,1
SBV039,SBV084,3,1
SBV041,SBV084,1,1
SBV042,SBV084,2,1
SBV043,SBV084,2,0
SBV044,SBV084,2,0
SBV045,SBV084,0,0
SBV046,SBV084,1,0
SBV047,SBV084,0,0
SBV048,SBV084,0,0
SBV049,SBV084,0,0
SBV050,SBV084,2,0
SBV051,SBV084,0,0
SBV052,SBV084,2,0
SBV053,SBV084,4,1
SBV054,SBV084,4,0
SBV055,SBV084,2,0
SBV056,SBV084,3,0
SBV057,SBV084,1,1
SBV058,SBV084,4,0
SBV059,SBV084,0,0
SBV060,SBV084,5,0
SBV061,SBV084,3,0
SBV062,SBV084,4,0
SBV063,SBV084,1,1
SBV064,SBV084,3,0
SBV067,SBV084,2,0
SBV068,SBV084,4,0
SBV069,SBV084,1,0
SBV070,SBV084,4,0
SBV071,SBV084,0,0
SBV072,SBV084,9,1
SBV075,SBV084,1,1
SBV076,SBV084,0,1
SBV077,SBV084,1,1
SBV078,SBV084,4,1
SBV079,SBV084,1,1
SBV080,SBV084,4,1
SBV081,SBV084,0,1
SBV082,SBV084,1,1
SBV083,SBV084,0,1
SBV084,SBV084,0,0
SBV087,SBV084,1,1
SBV088,SBV084,5,0
SBV089,SBV084,2,0
SBV090,SBV084,3,0
SBV091,SBV084,5,0
SBV092,SBV084,4,0
SBV093,SBV084,3,1
SBV094,SBV084,2,0
SBV095,SBV084,2,0
SBV096,SBV084,0,0
SBV097,SBV084,0,0
SBV098,SBV084,0,0
SBV099,SBV084,3,0
SBV100,SBV084,1,0
SBV101,SBV084,1,0
SBV102,SBV084,7,0
SBV103,SBV084,5,0
SBV104,SBV084,2,0
SBV105,SBV084,3,0
SBV106,SBV084,1,0
SBV107,SBV084,6,0
SBV108,SBV084,1,0
SBV109,SBV084,5,0
SBV110,SBV084,5,0
SBV111,SBV084,2,0
SBV112,SBV084,0,0
SBV113,SBV084,4,1
SBV114,SBV084,1,1
SBV115,SBV084,1,1
SBV116,SBV084,6,1
SBV117,SBV084,2,1
SBV118,SBV084,1,1
SBV119,SBV084,4,1
SBV121,SBV084,2,1
SBV122,SBV084,3,1
SBV123,SBV084,2,1
SBV124,SBV084,2,1
SBV125,SBV084,2,0
SBV127,SBV084,4,0
SBV128,SBV084,2,0
SBV130,SBV084,2,0
SBV132,SBV084,3,0
SBV133,SBV084,4,0
SBV134,SBV084,2,0
SBV135,SBV084,3,1
SBV136,SBV084,3,1
SBV138,SBV084,3,0
SBV139,SBV084,3,0
SBV140,SBV084,0,0
SBV141,SBV084,2,0
SBV142,SBV084,3,0
SBV143,SBV084,0,0
SBV144,SBV084,4,0
SBV145,SBV084,2,1
SBV146,SBV084,3,0
SBV147,SBV084,6,0
SBV148,SBV084,2,0
SBV150,SBV084,0,0
SBV151,SBV084,4,0
SBV152,SBV084,3,0
SBV153,SBV084,3,0
SBV156,SBV084,4,1
SBV157,SBV084,4,1
SBV158,SBV084,1,1
SBV159,SBV084,4,1
SBV160,SBV084,5,1
SBV161,SBV084,7,1
SBV162,SBV084,2,1
SBV163,SBV084,3,1
SBV164,SBV084,2,1
SBV165,SBV084,6,1
SBV166,SBV084,2,1
SBV167,SBV084,2,1
SBV168,SBV084,2,1
SBV169,SBV084,3,1
SBV170,SBV084,8,1
SBV171,SBV084,0,1
SBV172,SBV084,1,0
SBV173,SBV084,0,0
SBV174,SBV084,1,0
SBV175,SBV084,0,0
SBV176,SBV084,7,1
SBV218,SBV084,4,0
SBV234,SBV084,3,0
SBV235,SBV084,1,0
SBV240,SBV084,5,0
SBV257,SBV084,4,0
SBV269,SBV084,6,0
SBV270,SBV084,8,0
SBV271,SBV084,5,0
SBV272,SBV084,2,0
SBV273,SBV084,8,0
SBV274,SBV084,11,0
SBV275,SBV084,10,0
SBV276,SBV084,11,0
SBV277,SBV084,9,0
SBV278,SBV084,4,0
SBV279,SBV084,2,0
SBV280,SBV084,2,0
SBV281,SBV084,3,0
SBV282,SBV084,6,0
SBV283,SBV084,4,0
SBV284,SBV084,8,1
SBV285,SBV084,4,0
SBV286,SBV084,8,0
SBV287,SBV084,5,0
SBV288,SBV084,6,0
SBV289,SBV084,8,0
SBV290,SBV084,7,1
SBV291,SBV084,3,0
SBV292,SBV084,8,0
SBV293,SBV084,4,1
SBV294,SBV084,5,1
SBV295,SBV084,9,1
SBV296,SBV084,3,1
SBV297,SBV084,0,1
SBV298,SBV084,4,1
SBV299,SBV084,5,1
SBV300,SBV084,6,1
SBV301,SBV084,8,1
SBV302,SBV084,5,1
SBV305,SBV084,11,1
SBV306,SBV084,9,1
SBV307,SBV084,9,0
SBV308,SBV084,5,0
SBV310,SBV084,9,0
SBV311,SBV084,7,0
SBV312,SBV084,7,0
SBV313,SBV084,73,1
SBV314,SBV084,4,0
SBV315,SBV084,5,0
SBV316,SBV084,12,0
SBV317,SBV084,7,0
SBV318,SBV084,5,1
SBV319,SBV084,11,1
SBV320,SBV084,6,0
SBV321,SBV084,5,0
SBV322,SBV084,2,0
SBV323,SBV084,5,0
SBV324,SBV084,5,0
SBV325,SBV084,6,0
SBV326,SBV084,8,0
SBV327,SBV084,6,0
SBV328,SBV084,4,0
SBV329,SBV084,7,0
SBV330,SBV084,6,0
SBV331,SBV084,10,0
SBV332,SBV084,0,0
SBV333,SBV084,3,1
SBV334,SBV084,9,0
SBV335,SBV084,6,0
SBV336,SBV084,4,0
SBV337,SBV084,0,0
SBV338,SBV084,10,1
SBV339,SBV084,8,1
SBV340,SBV084,8,1
SBV341,SBV084,11,1
SBV343,SBV084,11,0
SBV344,SBV084,6,1
SBV345,SBV084,2,1
SBV347,SBV084,3,1
SBV348,SBV084,4,1
SBV349,SBV084,3,1
SBV350,SBV084,8,1
SBV351,SBV084,7,1
SBV352,SBV084,10,1
SBV353,SBV084,6,0
SBV354,SBV084,6,0
SBV355,SBV084,3,1
SBV356,SBV084,3,1
SBV357,SBV084,7,0
SBV358,SBV084,6,0
SBV359,SBV084,6,0
SBV361,SBV084,2,0
SBV362,SBV084,7,0
SBV363,SBV084,11,0
SBV364,SBV084,10,1
SBV365,SBV084,7,0
SBV366,SBV084,7,0
SBV367,SBV084,8,1
SBV368,SBV084,11,0
SBV369,SBV084,6,0
SBV370,SBV084,10,1
SBV371,SBV084,8,0
SBV372,SBV084,7,1
SBV373,SBV084,5,0
SBV374,SBV084,13,1
SBV375,SBV084,3,0
SBV376,SBV084,10,0
SBV005,SBV087,37,1
SBV007,SBV087,4,1
SBV010,SBV087,62,1
SBV011,SBV087,84,1
SBV019,SBV087,69,1
SBV021,SBV087,68,1
SBV022,SBV087,15,1
SBV023,SBV087,1,1
SBV024,SBV087,69,1
SBV025,SBV087,5,1
SBV027,SBV087,3,1
SBV029,SBV087,73,1
SBV030,SBV087,6,1
SBV032,SBV087,73,1
SBV033,SBV087,5,0
SBV035,SBV087,3,1
SBV036,SBV087,3,1
SBV037,SBV087,5,1
SBV038,SBV087,6,1
SBV039,SBV087,4,1
SBV041,SBV087,2,1
SBV042,SBV087,3,1
SBV043,SBV087,3,1
SBV044,SBV087,3,1
SBV045,SBV087,1,1
SBV046,SBV087,2,1
SBV047,SBV087,1,1
SBV048,SBV087,1,1
SBV049,SBV087,1,1
SBV050,SBV087,3,1
SBV051,SBV087,1,1
SBV052,SBV087,3,1
SBV053,SBV087,5,1
SBV054,SBV087,5,1
SBV055,SBV087,3,1
SBV056,SBV087,4,1
SBV057,SBV087,2,1
SBV058,SBV087,5,1
SBV059,SBV087,1,1
SBV060,SBV087,6,1
SBV061,SBV087,4,1
SBV062,SBV087,5,1
SBV063,SBV087,2,0
SBV064,SBV087,4,1
SBV067,SBV087,3,1
SBV068,SBV087,5,1
SBV069,SBV087,2,1
SBV070,SBV087,5,1
SBV071,SBV087,1,1
SBV072,SBV087,10,1
SBV075,SBV087,2,1
SBV076,SBV087,1,1
SBV077,SBV087,2,1
SBV078,SBV087,5,1
SBV079,SBV087,2,1
SBV080,SBV087,5,1
SBV081,SBV087,1,1
SBV082,SBV087,2,1
SBV083,SBV087,1,1
SBV084,SBV087,1,1
SBV087,SBV087,0,0
SBV088,SBV087,6,1
SBV089,SBV087,3,1
SBV090,SBV087,4,1
SBV091,SBV087,6,1
SBV092,SBV087,5,1
SBV093,SBV087,4,1
SBV094,SBV087,3,1
SBV095,SBV087,3,1
SBV096,SBV087,1,1
SBV097,SBV087,1,1
SBV098,SBV087,1,1
SBV099,SBV087,4,1
SBV100,SBV087,2,1
SBV101,SBV087,2,1
SBV102,SBV087,8,1
SBV103,SBV087,6,1
SBV104,SBV087,3,1
SBV105,SBV087,4,1
SBV106,SBV087,2,1
SBV107,SBV087,7,1
SBV108,SBV087,2,1
SBV109,SBV087,6,1
SBV110,SBV087,6,1
SBV111,SBV087,3,1
SBV112,SBV087,1,1
SBV113,SBV087,5,1
SBV114,SBV087,2,1
SBV115,SBV087,2,1
SBV116,SBV087,7,1
SBV117,SBV087,3,1
SBV118,SBV087,2,1
SBV119,SBV087,5,1
SBV121,SBV087,3,1
SBV122,SBV087,4,1
SBV123,SBV087,3,1
SBV124,SBV087,3,1
SBV125,SBV087,3,1
SBV127,SBV087,5,1
SBV128,SBV087,3,1
SBV130,SBV087,3,1
SBV132,SBV087,4,1
SBV133,SBV087,5,1
SBV134,SBV087,3,1
SBV135,SBV087,4,0
SBV136,SBV087,4,1
SBV138,SBV087,4,1
SBV139,SBV087,4,1
SBV140,SBV087,1,1
SBV141,SBV087,3,1
SBV142,SBV087,4,1
SBV143,SBV087,1,1
SBV144,SBV087,5,1
SBV145,SBV087,3,1
SBV146,SBV087,4,1
SBV147,SBV087,7,1
SBV148,SBV087,3,1
SBV150,SBV087,1,1
SBV151,SBV087,5,1
SBV152,SBV087,4,1
SBV153,SBV087,4,1
SBV156,SBV087,5,1
SBV157,SBV087,5,1
SBV158,SBV087,2,1
SBV159,SBV087,5,1
SBV160,SBV087,6,1
SBV161,SBV087,8,1
SBV162,SBV087,3,1
SBV163,SBV087,4,1
SBV164,SBV087,3,1
SBV165,SBV087,7,1
SBV166,SBV087,3,1
SBV167,SBV087,3,1
SBV168,SBV087,3,1
SBV169,SBV087,4,1
SBV170,SBV087,9,1
SBV171,SBV087,1,1
SBV172,SBV087,2,1
SBV173,SBV087,1,1
SBV174,SBV087,2,1
SBV175,SBV087,1,1
SBV176,SBV087,8,1
SBV218,SBV087,5,1
SBV234,SBV087,4,1
SBV235,SBV087,2,1
SBV240,SBV087,6,1
SBV257,SBV087,5,1
SBV269,SBV087,7,1
SBV270,SBV087,9,1
SBV271,SBV087,6,1
SBV272,SBV087,3,1
SBV273,SBV087,9,1
SBV274,SBV087,12,1
SBV275,SBV087,11,1
SBV276,SBV087,12,1
SBV277,SBV087,10,1
SBV278,SBV087,5,1
SBV279,SBV087,3,1
SBV280,SBV087,3,1
SBV281,SBV087,4,1
SBV282,SBV087,7,1
SBV283,SBV087,5,1
SBV284,SBV087,9,1
SBV285,SBV087,5,1
SBV286,SBV087,9,1
SBV287,SBV087,6,1
SBV288,SBV087,7,1
SBV289,SBV087,9,1
SBV290,SBV087,8,0
SBV291,SBV087,4,1
SBV292,SBV087,9,1
SBV293,SBV087,5,1
SBV294,SBV087,6,1
SBV295,SBV087,10,1
SBV296,SBV087,4,1
SBV297,SBV087,1,1
SBV298,SBV087,5,1
SBV299,SBV087,6,1
SBV300,SBV087,7,1
SBV301,SBV087,9,1
SBV302,SBV087,6,1
SBV305,SBV087,12,1
SBV306,SBV087,10,1
SBV307,SBV087,10,1
SBV308,SBV087,6,1
SBV310,SBV087,10,1
SBV311,SBV087,8,1
SBV312,SBV087,8,1
SBV313,SBV087,74,1
SBV314,SBV087,5,1
SBV315,SBV087,6,1
SBV316,SBV087,13,1
SBV317,SBV087,8,1
SBV318,SBV087,6,1
SBV319,SBV087,12,1
SBV320,SBV087,7,1
SBV321,SBV087,6,1
SBV322,SBV087,3,1
SBV323,SBV087,6,1
SBV324,SBV087,6,1
SBV325,SBV087,7,1
SBV326,SBV087,9,1
SBV327,SBV087,7,1
SBV328,SBV087,5,1
SBV329,SBV087,8,1
SBV330,SBV087,7,1
SBV331,SBV087,11,1
SBV332,SBV087,1,1
SBV333,SBV087,4,0
SBV334,SBV087,10,1
SBV335,SBV087,7,1
SBV336,SBV087,5,1
SBV337,SBV087,1,1
SBV338,SBV087,11,1
SBV339,SBV087,9,1
SBV340,SBV087,9,1
SBV341,SBV087,12,1
SBV343,SBV087,12,1
SBV344,SBV087,7,1
SBV345,SBV087,3,0
SBV347,SBV087,4,1
SBV348,SBV087,5,1
SBV349,SBV087,4,1
SBV350,SBV087,9,1
SBV351,SBV087,8,1
SBV352,SBV087,11,1
SBV353,SBV087,7,1
SBV354,SBV087,7,1
SBV355,SBV087,4,1
SBV356,SBV087,4,1
SBV357,SBV087,8,1
SBV358,SBV087,7,1
SBV359,SBV087,7,1
SBV361,SBV087,3,1
SBV362,SBV087,8,1
SBV363,SBV087,12,1
SBV364,SBV087,11,1
SBV365,SBV087,8,1
SBV366,SBV087,8,1
SBV367,SBV087,9,1
SBV368,SBV087,12,1
SBV369,SBV087,7,1
SBV370,SBV087,11,1
SBV371,SBV087,9,1
SBV372,SBV087,8,1
SBV373,SBV087,6,1
SBV374,SBV087,14,1
SBV375,SBV087,4,1
SBV376,SBV087,11,1
SBV005,SBV088,39,1
SBV007,SBV088,4,0
SBV010,SBV088,64,1
SBV011,SBV088,86,1
SBV019,SBV088,71,0
SBV021,SBV088,70,1
SBV022,SBV088,17,1
SBV023,SBV088,5,0
SBV024,SBV088,71,1
SBV025,SBV088,7,0
SBV027,SBV088,5,1
SBV029,SBV088,75,0
SBV030,SBV088,8,1
SBV032,SBV088,75,1
SBV033,SBV088,7,1
SBV035,SBV088,3,1
SBV036,SBV088,3,1
SBV037,SBV088,7,1
SBV038,SBV088,6,1
SBV039,SBV088,8,1
SBV041,SBV088,6,1
SBV042,SBV088,3,1
SBV043,SBV088,7,0
SBV044,SBV088,7,0
SBV045,SBV088,5,0
SBV046,SBV088,6,0
SBV047,SBV088,5,0
SBV048,SBV088,5,0
SBV049,SBV088,5,0
SBV050,SBV088,7,0
SBV051,SBV088,5,0
SBV052,SBV088,7,0
SBV053,SBV088,7,1
SBV054,SBV088,3,0
SBV055,SBV088,7,0
SBV056,SBV088,2,0
SBV057,SBV088,4,1
SBV058,SBV088,1,0
SBV059,SBV088,5,0
SBV060,SBV088,8,0
SBV061,SBV088,2,0
SBV062,SBV088,3,0
SBV063,SBV088,6,1
SBV064,SBV088,2,0
SBV067,SBV088,7,0
SBV068,SBV088,3,0
SBV069,SBV088,6,0
SBV070,SBV088,1,0
SBV071,SBV088,5,0
SBV072,SBV088,12,1
SBV075,SBV088,6,1
SBV076,SBV088,5,1
SBV077,SBV088,6,1
SBV078,SBV088,5,1
SBV079,SBV088,6,1
SBV080,SBV088,1,1
SBV081,SBV088,5,1
SBV082,SBV088,6,1
SBV083,SBV088,5,1
SBV084,SBV088,5,0
SBV087,SBV088,6,1
SBV088,SBV088,0,0
SBV089,SBV088,7,0
SBV090,SBV088,6,0
SBV091,SBV088,0,0
SBV092,SBV088,7,0
SBV093,SBV088,4,1
SBV094,SBV088,7,0
SBV095,SBV088,7,0
SBV096,SBV088,5,0
SBV097,SBV088,5,0
SBV098,SBV088,5,0
SBV099,SBV088,6,0
SBV100,SBV088,6,0
SBV101,SBV088,6,0
SBV102,SBV088,4,0
SBV103,SBV088,4,0
SBV104,SBV088,3,0
SBV105,SBV088,8,0
SBV106,SBV088,6,0
SBV107,SBV088,5,0
SBV108,SBV088,6,0
SBV109,SBV088,10,0
SBV110,SBV088,2,0
SBV111,SBV088,7,0
SBV112,SBV088,5,0
SBV113,SBV088,9,1
SBV114,SBV088,6,1
SBV115,SBV088,6,1
SBV116,SBV088,5,1
SBV117,SBV088,7,1
SBV118,SBV088,6,1
SBV119,SBV088,3,1
SBV121,SBV088,7,1
SBV122,SBV088,8,1
SBV123,SBV088,7,1
SBV124,SBV088,7,1
SBV125,SBV088,7,0
SBV127,SBV088,3,0
SBV128,SBV088,7,0
SBV130,SBV088,7,0
SBV132,SBV088,8,0
SBV133,SBV088,9,0
SBV134,SBV088,7,0
SBV135,SBV088,6,1
SBV136,SBV088,8,1
SBV138,SBV088,8,0
SBV139,SBV088,8,0
SBV140,SBV088,5,0
SBV141,SBV088,7,0
SBV142,SBV088,8,0
SBV143,SBV088,5,0
SBV144,SBV088,9,0
SBV145,SBV088,7,1
SBV146,SBV088,8,0
SBV147,SBV088,5,0
SBV148,SBV088,7,0
SBV150,SBV088,5,0
SBV151,SBV088,3,0
SBV152,SBV088,8,0
SBV153,SBV088,8,0
SBV156,SBV088,9,1
SBV157,SBV088,9,1
SBV158,SBV088,6,1
SBV159,SBV088,9,1
SBV160,SBV088,10,1
SBV161,SBV088,4,1
SBV162,SBV088,7,1
SBV163,SBV088,8,1
SBV164,SBV088,7,1
SBV165,SBV088,3,1
SBV166,SBV088,7,1
SBV167,SBV088,7,1
SBV168,SBV088,7,1
SBV169,SBV088,8,1
SBV170,SBV088,9,1
SBV171,SBV088,5,1
SBV172,SBV088,6,0
SBV173,SBV088,5,0
