snp.dists.0.8.2,variable,value,same_source
SGV050,SGV039,11,1
SGV051,SGV039,16,1
SGV052,SGV039,10,0
SGV053,SGV039,11,1
SGV054,SGV039,1,0
SGV055,SGV039,11,1
SGV056,SGV039,12,0
SGV057,SGV039,10,1
SGV058,SGV039,10,0
SGV059,SGV039,8,1
SGV060,SGV039,19,1
SGV061,SGV039,17,0
SGV062,SGV039,8,1
SGV063,SGV039,4,1
SGV064,SGV039,15,1
SGV065,SGV039,12,0
SGV066,SGV039,5,1
SGV067,SGV039,14,1
SGV068,SGV039,10,0
SGV069,SGV039,16,1
SGV070,SGV039,11,0
SGV071,SGV039,4,1
SGV072,SGV039,12,1
SGV073,SGV039,11,0
SGV075,SGV039,9,1
SGV077,SGV039,10,0
SGV078,SGV039,9,1
SGV079,SGV039,18,0
SGV080,SGV039,12,1
SGV004,SGV040,105,0
SGV021,SGV040,15,0
SGV022,SGV040,19,0
SGV023,SGV040,9,0
SGV025,SGV040,15,0
SGV026,SGV040,15,0
SGV028,SGV040,11,0
SGV029,SGV040,16,0
SGV030,SGV040,19,0
SGV031,SGV040,7,0
SGV032,SGV040,9,1
SGV033,SGV040,19,1
SGV034,SGV040,14,1
SGV035,SGV040,15,1
SGV036,SGV040,15,0
SGV037,SGV040,18,0
SGV038,SGV040,12,0
SGV039,SGV040,14,1
SGV040,SGV040,0,0
SGV041,SGV040,18,0
SGV042,SGV040,20,0
SGV043,SGV040,21,0
SGV044,SGV040,19,0
SGV045,SGV040,15,1
SGV046,SGV040,21,0
SGV047,SGV040,23,0
SGV048,SGV040,20,0
SGV049,SGV040,13,1
SGV050,SGV040,19,1
SGV051,SGV040,10,0
SGV052,SGV040,18,1
SGV053,SGV040,19,0
SGV054,SGV040,15,1
SGV055,SGV040,19,0
SGV056,SGV040,20,1
SGV057,SGV040,18,0
SGV058,SGV040,18,1
SGV059,SGV040,16,0
SGV060,SGV040,19,0
SGV061,SGV040,25,1
SGV062,SGV040,16,0
SGV063,SGV040,18,1
SGV064,SGV040,9,0
SGV065,SGV040,20,1
SGV066,SGV040,19,1
SGV067,SGV040,22,0
SGV068,SGV040,24,1
SGV069,SGV040,12,0
SGV070,SGV040,19,1
SGV071,SGV040,12,1
SGV072,SGV040,12,1
SGV073,SGV040,19,1
SGV075,SGV040,17,0
SGV077,SGV040,18,1
SGV078,SGV040,17,0
SGV079,SGV040,12,1
SGV080,SGV040,20,1
SGV004,SGV041,103,0
SGV021,SGV041,3,0
SGV022,SGV041,15,0
SGV023,SGV041,15,0
SGV025,SGV041,3,0
SGV026,SGV041,5,0
SGV028,SGV041,15,0
SGV029,SGV041,4,0
SGV030,SGV041,6,0
SGV031,SGV041,15,0
SGV032,SGV041,17,1
SGV033,SGV041,7,1
SGV034,SGV041,18,1
SGV035,SGV041,5,1
SGV036,SGV041,5,0
SGV037,SGV041,6,0
SGV038,SGV041,18,0
SGV039,SGV041,4,1
SGV040,SGV041,18,0
SGV041,SGV041,0,0
SGV042,SGV041,16,0
SGV043,SGV041,9,0
SGV044,SGV041,5,0
SGV045,SGV041,19,1
SGV046,SGV041,17,0
SGV047,SGV041,11,0
SGV048,SGV041,16,0
SGV049,SGV041,17,1
SGV050,SGV041,15,1
SGV051,SGV041,20,0
SGV052,SGV041,14,1
SGV053,SGV041,15,0
SGV054,SGV041,5,1
SGV055,SGV041,15,0
SGV056,SGV041,16,1
SGV057,SGV041,14,0
SGV058,SGV041,14,1
SGV059,SGV041,12,0
SGV060,SGV041,23,0
SGV061,SGV041,21,1
SGV062,SGV041,12,0
SGV063,SGV041,6,1
SGV064,SGV041,19,0
SGV065,SGV041,16,1
SGV066,SGV041,7,1
SGV067,SGV041,18,0
SGV068,SGV041,12,1
SGV069,SGV041,20,0
SGV070,SGV041,15,1
SGV071,SGV041,8,1
SGV072,SGV041,16,1
SGV073,SGV041,15,1
SGV075,SGV041,13,0
SGV077,SGV041,14,1
SGV078,SGV041,13,0
SGV079,SGV041,22,1
SGV080,SGV041,16,1
SGV004,SGV042,103,0
SGV021,SGV042,13,0
SGV022,SGV042,15,0
SGV023,SGV042,15,0
SGV025,SGV042,13,0
SGV026,SGV042,13,0
SGV028,SGV042,15,0
SGV029,SGV042,13,0
SGV030,SGV042,18,0
SGV031,SGV042,15,0
SGV032,SGV042,17,1
SGV033,SGV042,17,1
SGV034,SGV042,18,1
SGV035,SGV042,13,1
SGV036,SGV042,13,0
SGV037,SGV042,16,0
SGV038,SGV042,18,0
SGV039,SGV042,12,1
SGV040,SGV042,20,0
SGV041,SGV042,16,0
SGV042,SGV042,0,0
SGV043,SGV042,19,0
SGV044,SGV042,17,0
SGV045,SGV042,19,1
SGV046,SGV042,17,0
SGV047,SGV042,21,0
SGV048,SGV042,17,0
SGV049,SGV042,17,1
SGV050,SGV042,15,1
SGV051,SGV042,20,0
SGV052,SGV042,14,1
SGV053,SGV042,15,0
SGV054,SGV042,13,1
SGV055,SGV042,16,0
SGV056,SGV042,16,1
SGV057,SGV042,14,0
SGV058,SGV042,14,1
SGV059,SGV042,12,0
SGV060,SGV042,23,0
SGV061,SGV042,9,1
SGV062,SGV042,14,0
SGV063,SGV042,16,1
SGV064,SGV042,19,0
SGV065,SGV042,4,1
SGV066,SGV042,17,1
SGV067,SGV042,18,0
SGV068,SGV042,22,1
SGV069,SGV042,20,0
SGV070,SGV042,15,1
SGV071,SGV042,8,1
SGV072,SGV042,16,1
SGV073,SGV042,15,1
SGV075,SGV042,13,0
SGV077,SGV042,14,1
SGV078,SGV042,13,0
SGV079,SGV042,22,1
SGV080,SGV042,16,1
SGV004,SGV043,106,0
SGV021,SGV043,6,0
SGV022,SGV043,18,0
SGV023,SGV043,18,0
SGV025,SGV043,6,0
SGV026,SGV043,8,0
SGV028,SGV043,18,0
SGV029,SGV043,7,0
SGV030,SGV043,11,0
SGV031,SGV043,18,0
SGV032,SGV043,20,1
SGV033,SGV043,10,1
SGV034,SGV043,21,1
SGV035,SGV043,8,1
SGV036,SGV043,8,0
SGV037,SGV043,9,0
SGV038,SGV043,21,0
SGV039,SGV043,7,1
SGV040,SGV043,21,0
SGV041,SGV043,9,0
SGV042,SGV043,19,0
SGV043,SGV043,0,0
SGV044,SGV043,10,0
SGV045,SGV043,22,1
SGV046,SGV043,20,0
SGV047,SGV043,14,0
SGV048,SGV043,19,0
SGV049,SGV043,20,1
SGV050,SGV043,18,1
SGV051,SGV043,23,0
SGV052,SGV043,17,1
SGV053,SGV043,18,0
SGV054,SGV043,8,1
SGV055,SGV043,18,0
SGV056,SGV043,19,1
SGV057,SGV043,17,0
SGV058,SGV043,17,1
SGV059,SGV043,15,0
SGV060,SGV043,26,0
SGV061,SGV043,24,1
SGV062,SGV043,15,0
SGV063,SGV043,9,1
SGV064,SGV043,22,0
SGV065,SGV043,19,1
SGV066,SGV043,8,1
SGV067,SGV043,21,0
SGV068,SGV043,15,1
SGV069,SGV043,23,0
SGV070,SGV043,18,1
SGV071,SGV043,11,1
SGV072,SGV043,19,1
SGV073,SGV043,18,1
SGV075,SGV043,16,0
SGV077,SGV043,17,1
SGV078,SGV043,16,0
SGV079,SGV043,25,1
SGV080,SGV043,19,1
SGV004,SGV044,104,0
SGV021,SGV044,4,0
SGV022,SGV044,16,0
SGV023,SGV044,16,0
SGV025,SGV044,4,0
SGV026,SGV044,6,0
SGV028,SGV044,16,0
SGV029,SGV044,5,0
SGV030,SGV044,7,0
SGV031,SGV044,16,0
SGV032,SGV044,18,1
SGV033,SGV044,8,1
SGV034,SGV044,19,1
SGV035,SGV044,6,1
SGV036,SGV044,6,0
SGV037,SGV044,7,0
SGV038,SGV044,19,0
SGV039,SGV044,5,1
SGV040,SGV044,19,0
SGV041,SGV044,5,0
SGV042,SGV044,17,0
SGV043,SGV044,10,0
SGV044,SGV044,0,0
SGV045,SGV044,20,1
SGV046,SGV044,18,0
SGV047,SGV044,12,0
SGV048,SGV044,17,0
SGV049,SGV044,18,1
SGV050,SGV044,16,1
SGV051,SGV044,21,0
SGV052,SGV044,15,1
SGV053,SGV044,16,0
SGV054,SGV044,6,1
SGV055,SGV044,16,0
SGV056,SGV044,17,1
SGV057,SGV044,15,0
SGV058,SGV044,15,1
SGV059,SGV044,13,0
SGV060,SGV044,24,0
SGV061,SGV044,22,1
SGV062,SGV044,13,0
SGV063,SGV044,7,1
SGV064,SGV044,20,0
SGV065,SGV044,17,1
SGV066,SGV044,8,1
SGV067,SGV044,19,0
SGV068,SGV044,13,1
SGV069,SGV044,21,0
SGV070,SGV044,16,1
SGV071,SGV044,9,1
SGV072,SGV044,17,1
SGV073,SGV044,16,1
SGV075,SGV044,14,0
SGV077,SGV044,15,1
SGV078,SGV044,14,0
SGV079,SGV044,23,1
SGV080,SGV044,17,1
SGV004,SGV045,104,1
SGV021,SGV045,16,1
SGV022,SGV045,18,1
SGV023,SGV045,10,1
SGV025,SGV045,16,1
SGV026,SGV045,16,1
SGV028,SGV045,4,1
SGV029,SGV045,16,1
SGV030,SGV045,21,1
SGV031,SGV045,10,1
SGV032,SGV045,12,1
SGV033,SGV045,20,1
SGV034,SGV045,7,1
SGV035,SGV045,16,1
SGV036,SGV045,16,1
SGV037,SGV045,19,1
SGV038,SGV045,13,1
SGV039,SGV045,15,0
SGV040,SGV045,15,1
SGV041,SGV045,19,1
SGV042,SGV045,19,1
SGV043,SGV045,22,1
SGV044,SGV045,20,1
SGV045,SGV045,0,0
SGV046,SGV045,20,1
SGV047,SGV045,24,1
SGV048,SGV045,20,1
SGV049,SGV045,6,1
SGV050,SGV045,18,1
SGV051,SGV045,15,1
SGV052,SGV045,17,0
SGV053,SGV045,18,1
SGV054,SGV045,16,0
SGV055,SGV045,19,1
SGV056,SGV045,19,0
SGV057,SGV045,17,1
SGV058,SGV045,17,0
SGV059,SGV045,15,1
SGV060,SGV045,12,1
SGV061,SGV045,24,0
SGV062,SGV045,17,1
SGV063,SGV045,19,1
SGV064,SGV045,14,1
SGV065,SGV045,19,0
SGV066,SGV045,20,1
SGV067,SGV045,21,1
SGV068,SGV045,25,0
SGV069,SGV045,15,1
SGV070,SGV045,18,0
SGV071,SGV045,11,1
SGV072,SGV045,5,1
SGV073,SGV045,18,0
SGV075,SGV045,16,1
SGV077,SGV045,17,0
SGV078,SGV045,16,1
SGV079,SGV045,17,0
SGV080,SGV045,19,1
SGV004,SGV046,104,0
SGV021,SGV046,14,0
SGV022,SGV046,12,0
SGV023,SGV046,16,0
SGV025,SGV046,14,0
SGV026,SGV046,14,0
SGV028,SGV046,16,0
SGV029,SGV046,15,0
SGV030,SGV046,19,0
SGV031,SGV046,16,0
SGV032,SGV046,18,1
SGV033,SGV046,18,1
SGV034,SGV046,19,1
SGV035,SGV046,14,1
SGV036,SGV046,14,0
SGV037,SGV046,17,0
SGV038,SGV046,19,0
SGV039,SGV046,13,1
SGV040,SGV046,21,0
SGV041,SGV046,17,0
SGV042,SGV046,17,0
SGV043,SGV046,20,0
SGV044,SGV046,18,0
SGV045,SGV046,20,1
SGV046,SGV046,0,0
SGV047,SGV046,22,0
SGV048,SGV046,0,0
SGV049,SGV046,18,1
SGV050,SGV046,12,1
SGV051,SGV046,21,0
SGV052,SGV046,11,1
SGV053,SGV046,12,0
SGV054,SGV046,14,1
SGV055,SGV046,13,0
SGV056,SGV046,13,1
SGV057,SGV046,11,0
SGV058,SGV046,11,1
SGV059,SGV046,9,0
SGV060,SGV046,24,0
SGV061,SGV046,22,1
SGV062,SGV046,11,0
SGV063,SGV046,17,1
SGV064,SGV046,20,0
SGV065,SGV046,17,1
SGV066,SGV046,18,1
SGV067,SGV046,3,0
SGV068,SGV046,23,1
SGV069,SGV046,21,0
SGV070,SGV046,12,1
SGV071,SGV046,9,1
SGV072,SGV046,17,1
SGV073,SGV046,12,1
SGV075,SGV046,10,0
SGV077,SGV046,9,1
SGV078,SGV046,10,0
SGV079,SGV046,23,1
SGV080,SGV046,13,1
SGV004,SGV047,108,0
SGV021,SGV047,8,0
SGV022,SGV047,20,0
SGV023,SGV047,20,0
SGV025,SGV047,8,0
SGV026,SGV047,10,0
SGV028,SGV047,20,0
SGV029,SGV047,9,0
SGV030,SGV047,13,0
SGV031,SGV047,20,0
SGV032,SGV047,22,1
SGV033,SGV047,12,1
SGV034,SGV047,23,1
SGV035,SGV047,8,1
SGV036,SGV047,10,0
SGV037,SGV047,7,0
SGV038,SGV047,23,0
SGV039,SGV047,9,1
SGV040,SGV047,23,0
SGV041,SGV047,11,0
SGV042,SGV047,21,0
SGV043,SGV047,14,0
SGV044,SGV047,12,0
SGV045,SGV047,24,1
SGV046,SGV047,22,0
SGV047,SGV047,0,0
SGV048,SGV047,21,0
SGV049,SGV047,22,1
SGV050,SGV047,20,1
SGV051,SGV047,25,0
SGV052,SGV047,19,1
SGV053,SGV047,20,0
SGV054,SGV047,10,1
SGV055,SGV047,20,0
SGV056,SGV047,21,1
SGV057,SGV047,19,0
SGV058,SGV047,19,1
SGV059,SGV047,17,0
SGV060,SGV047,28,0
SGV061,SGV047,26,1
SGV062,SGV047,17,0
SGV063,SGV047,11,1
SGV064,SGV047,24,0
SGV065,SGV047,21,1
SGV066,SGV047,12,1
SGV067,SGV047,23,0
SGV068,SGV047,1,1
SGV069,SGV047,25,0
SGV070,SGV047,20,1
SGV071,SGV047,13,1
SGV072,SGV047,21,1
SGV073,SGV047,20,1
SGV075,SGV047,18,0
SGV077,SGV047,19,1
SGV078,SGV047,18,0
SGV079,SGV047,27,1
SGV080,SGV047,21,1
SGV004,SGV048,104,0
SGV021,SGV048,13,0
SGV022,SGV048,12,0
SGV023,SGV048,16,0
SGV025,SGV048,13,0
SGV026,SGV048,13,0
SGV028,SGV048,16,0
SGV029,SGV048,13,0
SGV030,SGV048,18,0
SGV031,SGV048,16,0
SGV032,SGV048,18,1
SGV033,SGV048,17,1
SGV034,SGV048,19,1
SGV035,SGV048,13,1
SGV036,SGV048,13,0
SGV037,SGV048,16,0
SGV038,SGV048,19,0
SGV039,SGV048,12,1
SGV040,SGV048,20,0
SGV041,SGV048,16,0
SGV042,SGV048,17,0
SGV043,SGV048,19,0
SGV044,SGV048,17,0
SGV045,SGV048,20,1
SGV046,SGV048,0,0
SGV047,SGV048,21,0
SGV048,SGV048,0,0
SGV049,SGV048,18,1
SGV050,SGV048,12,1
SGV051,SGV048,21,0
SGV052,SGV048,11,1
SGV053,SGV048,12,0
SGV054,SGV048,13,1
SGV055,SGV048,13,0
SGV056,SGV048,13,1
SGV057,SGV048,11,0
SGV058,SGV048,11,1
SGV059,SGV048,9,0
SGV060,SGV048,24,0
SGV061,SGV048,22,1
SGV062,SGV048,10,0
SGV063,SGV048,16,1
SGV064,SGV048,20,0
SGV065,SGV048,17,1
SGV066,SGV048,17,1
SGV067,SGV048,3,0
SGV068,SGV048,22,1
SGV069,SGV048,21,0
SGV070,SGV048,12,1
SGV071,SGV048,9,1
SGV072,SGV048,17,1
SGV073,SGV048,12,1
SGV075,SGV048,10,0
SGV077,SGV048,9,1
SGV078,SGV048,10,0
SGV079,SGV048,23,1
SGV080,SGV048,13,1
SGV004,SGV049,102,1
SGV021,SGV049,14,1
SGV022,SGV049,16,1
SGV023,SGV049,8,1
SGV025,SGV049,14,1
SGV026,SGV049,14,1
SGV028,SGV049,2,1
SGV029,SGV049,15,1
SGV030,SGV049,19,1
SGV031,SGV049,8,1
SGV032,SGV049,10,0
SGV033,SGV049,18,0
SGV034,SGV049,5,0
SGV035,SGV049,14,1
SGV036,SGV049,14,1
SGV037,SGV049,17,1
SGV038,SGV049,11,1
SGV039,SGV049,13,1
SGV040,SGV049,13,1
SGV041,SGV049,17,1
SGV042,SGV049,17,1
SGV043,SGV049,20,1
SGV044,SGV049,18,1
SGV045,SGV049,6,1
SGV046,SGV049,18,1
SGV047,SGV049,22,1
SGV048,SGV049,18,1
SGV049,SGV049,0,0
SGV050,SGV049,16,0
SGV051,SGV049,13,1
SGV052,SGV049,15,1
SGV053,SGV049,16,1
SGV054,SGV049,14,1
SGV055,SGV049,17,1
SGV056,SGV049,17,1
SGV057,SGV049,15,1
SGV058,SGV049,15,1
SGV059,SGV049,13,1
SGV060,SGV049,10,1
SGV061,SGV049,22,1
SGV062,SGV049,15,1
SGV063,SGV049,17,1
SGV064,SGV049,12,1
SGV065,SGV049,17,1
SGV066,SGV049,18,0
SGV067,SGV049,19,1
SGV068,SGV049,23,1
SGV069,SGV049,13,1
SGV070,SGV049,16,1
SGV071,SGV049,9,0
SGV072,SGV049,3,1
SGV073,SGV049,16,1
SGV075,SGV049,14,1
SGV077,SGV049,15,1
SGV078,SGV049,14,1
SGV079,SGV049,15,1
SGV080,SGV049,17,1
SGV004,SGV050,102,1
SGV021,SGV050,12,1
SGV022,SGV050,10,1
SGV023,SGV050,14,1
SGV025,SGV050,12,1
SGV026,SGV050,12,1
SGV028,SGV050,14,1
SGV029,SGV050,12,1
SGV030,SGV050,17,1
SGV031,SGV050,14,1
SGV032,SGV050,16,0
SGV033,SGV050,16,0
SGV034,SGV050,17,0
SGV035,SGV050,12,1
SGV036,SGV050,12,1
SGV037,SGV050,15,1
SGV038,SGV050,17,1
SGV039,SGV050,11,1
SGV040,SGV050,19,1
SGV041,SGV050,15,1
SGV042,SGV050,15,1
SGV043,SGV050,18,1
SGV044,SGV050,16,1
SGV045,SGV050,18,1
SGV046,SGV050,12,1
SGV047,SGV050,20,1
SGV048,SGV050,12,1
SGV049,SGV050,16,0
SGV050,SGV050,0,0
SGV051,SGV050,19,1
SGV052,SGV050,9,1
SGV053,SGV050,10,1
SGV054,SGV050,12,1
SGV055,SGV050,11,1
SGV056,SGV050,11,1
SGV057,SGV050,9,1
SGV058,SGV050,9,1
SGV059,SGV050,7,1
SGV060,SGV050,22,1
SGV061,SGV050,20,1
SGV062,SGV050,9,1
SGV063,SGV050,15,1
SGV064,SGV050,18,1
SGV065,SGV050,15,1
SGV066,SGV050,16,0
SGV067,SGV050,13,1
SGV068,SGV050,21,1
SGV069,SGV050,19,1
SGV070,SGV050,10,1
SGV071,SGV050,7,0
SGV072,SGV050,15,1
SGV073,SGV050,10,1
SGV075,SGV050,8,1
SGV077,SGV050,9,1
SGV078,SGV050,8,1
SGV079,SGV050,21,1
SGV080,SGV050,11,1
SGV004,SGV051,104,0
SGV021,SGV051,17,0
SGV022,SGV051,19,0
SGV023,SGV051,9,0
SGV025,SGV051,17,0
SGV026,SGV051,17,0
SGV028,SGV051,11,0
SGV029,SGV051,18,0
SGV030,SGV051,21,0
SGV031,SGV051,7,0
SGV032,SGV051,9,1
SGV033,SGV051,21,1
SGV034,SGV051,14,1
SGV035,SGV051,17,1
SGV036,SGV051,17,0
SGV037,SGV051,20,0
SGV038,SGV051,12,0
SGV039,SGV051,16,1
SGV040,SGV051,10,0
SGV041,SGV051,20,0
SGV042,SGV051,20,0
SGV043,SGV051,23,0
SGV044,SGV051,21,0
SGV045,SGV051,15,1
SGV046,SGV051,21,0
SGV047,SGV051,25,0
SGV048,SGV051,21,0
SGV049,SGV051,13,1
SGV050,SGV051,19,1
SGV051,SGV051,0,0
SGV052,SGV051,18,1
SGV053,SGV051,19,0
SGV054,SGV051,17,1
SGV055,SGV051,20,0
SGV056,SGV051,20,1
SGV057,SGV051,18,0
SGV058,SGV051,18,1
SGV059,SGV051,16,0
SGV060,SGV051,19,0
SGV061,SGV051,25,1
SGV062,SGV051,18,0
SGV063,SGV051,20,1
SGV064,SGV051,9,0
SGV065,SGV051,20,1
SGV066,SGV051,21,1
SGV067,SGV051,22,0
SGV068,SGV051,26,1
SGV069,SGV051,12,0
SGV070,SGV051,19,1
SGV071,SGV051,12,1
SGV072,SGV051,12,1
SGV073,SGV051,19,1
SGV075,SGV051,17,0
SGV077,SGV051,18,1
SGV078,SGV051,17,0
SGV079,SGV051,8,1
SGV080,SGV051,20,1
SGV004,SGV052,101,1
SGV021,SGV052,11,1
SGV022,SGV052,9,1
SGV023,SGV052,13,1
SGV025,SGV052,11,1
SGV026,SGV052,11,1
SGV028,SGV052,13,1
SGV029,SGV052,12,1
SGV030,SGV052,16,1
SGV031,SGV052,13,1
SGV032,SGV052,15,1
SGV033,SGV052,15,1
SGV034,SGV052,16,1
SGV035,SGV052,11,1
SGV036,SGV052,11,1
SGV037,SGV052,14,1
SGV038,SGV052,16,1
SGV039,SGV052,10,0
SGV040,SGV052,18,1
SGV041,SGV052,14,1
SGV042,SGV052,14,1
SGV043,SGV052,17,1
SGV044,SGV052,15,1
SGV045,SGV052,17,0
SGV046,SGV052,11,1
SGV047,SGV052,19,1
SGV048,SGV052,11,1
SGV049,SGV052,15,1
SGV050,SGV052,9,1
SGV051,SGV052,18,1
SGV052,SGV052,0,0
SGV053,SGV052,1,1
SGV054,SGV052,11,0
SGV055,SGV052,2,1
SGV056,SGV052,10,0
SGV057,SGV052,8,1
SGV058,SGV052,0,0
SGV059,SGV052,6,1
SGV060,SGV052,21,1
SGV061,SGV052,19,0
SGV062,SGV052,4,1
SGV063,SGV052,14,1
SGV064,SGV052,17,1
SGV065,SGV052,14,0
SGV066,SGV052,15,1
SGV067,SGV052,12,1
SGV068,SGV052,20,0
SGV069,SGV052,18,1
SGV070,SGV052,9,0
SGV071,SGV052,6,1
SGV072,SGV052,14,1
SGV073,SGV052,9,0
SGV075,SGV052,7,1
SGV077,SGV052,8,0
SGV078,SGV052,7,1
SGV079,SGV052,20,0
SGV080,SGV052,10,1
SGV004,SGV053,102,0
SGV021,SGV053,12,0
SGV022,SGV053,10,0
SGV023,SGV053,14,0
SGV025,SGV053,12,0
SGV026,SGV053,12,0
SGV028,SGV053,14,0
SGV029,SGV053,12,0
SGV030,SGV053,17,0
SGV031,SGV053,14,0
SGV032,SGV053,16,1
SGV033,SGV053,16,1
SGV034,SGV053,17,1
SGV035,SGV053,12,1
SGV036,SGV053,12,0
SGV037,SGV053,15,0
SGV038,SGV053,17,0
SGV039,SGV053,11,1
SGV040,SGV053,19,0
SGV041,SGV053,15,0
SGV042,SGV053,15,0
SGV043,SGV053,18,0
SGV044,SGV053,16,0
SGV045,SGV053,18,1
SGV046,SGV053,12,0
SGV047,SGV053,20,0
SGV048,SGV053,12,0
SGV049,SGV053,16,1
SGV050,SGV053,10,1
SGV051,SGV053,19,0
SGV052,SGV053,1,1
SGV053,SGV053,0,0
SGV054,SGV053,12,1
SGV055,SGV053,3,0
SGV056,SGV053,11,1
SGV057,SGV053,9,0
SGV058,SGV053,1,1
SGV059,SGV053,7,0
SGV060,SGV053,22,0
SGV061,SGV053,20,1
SGV062,SGV053,5,0
SGV063,SGV053,15,1
SGV064,SGV053,18,0
SGV065,SGV053,15,1
SGV066,SGV053,16,1
SGV067,SGV053,13,0
SGV068,SGV053,21,1
SGV069,SGV053,19,0
SGV070,SGV053,10,1
SGV071,SGV053,7,1
SGV072,SGV053,15,1
SGV073,SGV053,10,1
SGV075,SGV053,8,0
SGV077,SGV053,9,1
SGV078,SGV053,8,0
SGV079,SGV053,21,1
SGV080,SGV053,11,1
SGV004,SGV054,100,1
SGV021,SGV054,2,1
SGV022,SGV054,12,1
SGV023,SGV054,12,1
SGV025,SGV054,2,1
SGV026,SGV054,2,1
SGV028,SGV054,12,1
SGV029,SGV054,3,1
SGV030,SGV054,7,1
SGV031,SGV054,12,1
SGV032,SGV054,14,1
SGV033,SGV054,6,1
SGV034,SGV054,15,1
SGV035,SGV054,2,1
SGV036,SGV054,2,1
SGV037,SGV054,5,1
SGV038,SGV054,15,1
SGV039,SGV054,1,0
SGV040,SGV054,15,1
SGV041,SGV054,5,1
SGV042,SGV054,13,1
SGV043,SGV054,8,1
SGV044,SGV054,6,1
SGV045,SGV054,16,0
SGV046,SGV054,14,1
SGV047,SGV054,10,1
SGV048,SGV054,13,1
SGV049,SGV054,14,1
SGV050,SGV054,12,1
SGV051,SGV054,17,1
SGV052,SGV054,11,0
SGV053,SGV054,12,1
SGV054,SGV054,0,0
SGV055,SGV054,12,1
SGV056,SGV054,13,0
SGV057,SGV054,11,1
SGV058,SGV054,11,0
SGV059,SGV054,9,1
SGV060,SGV054,20,1
SGV061,SGV054,18,0
SGV062,SGV054,9,1
SGV063,SGV054,5,1
SGV064,SGV054,16,1
SGV065,SGV054,13,0
SGV066,SGV054,6,1
SGV067,SGV054,15,1
SGV068,SGV054,11,0
SGV069,SGV054,17,1
SGV070,SGV054,12,0
SGV071,SGV054,5,1
SGV072,SGV054,13,1
SGV073,SGV054,12,0
SGV075,SGV054,10,1
SGV077,SGV054,11,0
SGV078,SGV054,10,1
SGV079,SGV054,19,0
SGV080,SGV054,13,1
SGV004,SGV055,102,0
SGV021,SGV055,12,0
SGV022,SGV055,11,0
SGV023,SGV055,15,0
SGV025,SGV055,12,0
SGV026,SGV055,12,0
SGV028,SGV055,15,0
SGV029,SGV055,13,0
SGV030,SGV055,17,0
SGV031,SGV055,15,0
SGV032,SGV055,17,1
SGV033,SGV055,16,1
SGV034,SGV055,18,1
SGV035,SGV055,12,1
SGV036,SGV055,12,0
SGV037,SGV055,15,0
SGV038,SGV055,18,0
SGV039,SGV055,11,1
SGV040,SGV055,19,0
SGV041,SGV055,15,0
SGV042,SGV055,16,0
SGV043,SGV055,18,0
SGV044,SGV055,16,0
SGV045,SGV055,19,1
SGV046,SGV055,13,0
SGV047,SGV055,20,0
SGV048,SGV055,13,0
SGV049,SGV055,17,1
SGV050,SGV055,11,1
SGV051,SGV055,20,0
SGV052,SGV055,2,1
SGV053,SGV055,3,0
SGV054,SGV055,12,1
SGV055,SGV055,0,0
SGV056,SGV055,12,1
SGV057,SGV055,10,0
SGV058,SGV055,2,1
SGV059,SGV055,8,0
SGV060,SGV055,23,0
SGV061,SGV055,21,1
SGV062,SGV055,5,0
SGV063,SGV055,15,1
SGV064,SGV055,19,0
SGV065,SGV055,16,1
SGV066,SGV055,16,1
SGV067,SGV055,14,0
SGV068,SGV055,21,1
SGV069,SGV055,20,0
SGV070,SGV055,11,1
SGV071,SGV055,8,1
SGV072,SGV055,16,1
SGV073,SGV055,11,1
SGV075,SGV055,9,0
SGV077,SGV055,10,1
SGV078,SGV055,9,0
SGV079,SGV055,22,1
SGV080,SGV055,12,1
SGV004,SGV056,103,1
SGV021,SGV056,13,1
SGV022,SGV056,11,1
SGV023,SGV056,15,1
SGV025,SGV056,13,1
SGV026,SGV056,13,1
SGV028,SGV056,15,1
SGV029,SGV056,13,1
SGV030,SGV056,18,1
SGV031,SGV056,15,1
SGV032,SGV056,17,1
SGV033,SGV056,17,1
SGV034,SGV056,18,1
SGV035,SGV056,13,1
SGV036,SGV056,13,1
SGV037,SGV056,16,1
SGV038,SGV056,18,1
SGV039,SGV056,12,0
SGV040,SGV056,20,1
SGV041,SGV056,16,1
SGV042,SGV056,16,1
SGV043,SGV056,19,1
SGV044,SGV056,17,1
SGV045,SGV056,19,0
SGV046,SGV056,13,1
SGV047,SGV056,21,1
SGV048,SGV056,13,1
SGV049,SGV056,17,1
SGV050,SGV056,11,1
SGV051,SGV056,20,1
SGV052,SGV056,10,0
SGV053,SGV056,11,1
SGV054,SGV056,13,0
SGV055,SGV056,12,1
SGV056,SGV056,0,0
SGV057,SGV056,10,1
SGV058,SGV056,10,0
SGV059,SGV056,8,1
SGV060,SGV056,23,1
SGV061,SGV056,21,0
SGV062,SGV056,10,1
SGV063,SGV056,16,1
SGV064,SGV056,19,1
SGV065,SGV056,16,0
SGV066,SGV056,17,1
SGV067,SGV056,14,1
SGV068,SGV056,22,0
SGV069,SGV056,20,1
SGV070,SGV056,11,0
SGV071,SGV056,8,1
SGV072,SGV056,16,1
SGV073,SGV056,5,0
SGV075,SGV056,9,1
SGV077,SGV056,10,0
SGV078,SGV056,9,1
SGV079,SGV056,22,0
SGV080,SGV056,10,1
