snp.dists.0.8.2,ST1,variable,ST2,value
SGV066,654,SGV012,516,26394
SGV067,654,SGV012,516,26393
SGV068,654,SGV012,516,26399
SGV069,654,SGV012,516,26396
SGV070,654,SGV012,516,26393
SGV071,654,SGV012,516,26386
SGV072,654,SGV012,516,26392
SGV073,654,SGV012,516,26391
SGV075,654,SGV012,516,26391
SGV077,654,SGV012,516,26390
SGV078,654,SGV012,516,26391
SGV079,654,SGV012,516,26396
SGV080,654,SGV012,516,26393
SGV081,0,SGV012,516,26333
SGV082,0,SGV012,516,26140
SGV002,516,SGV013,516,74
SGV003,516,SGV013,516,75
SGV004,654,SGV013,516,28375
SGV005,516,SGV013,516,281
SGV006,516,SGV013,516,620
SGV007,516,SGV013,516,396
SGV008,516,SGV013,516,272
SGV009,516,SGV013,516,298
SGV010,516,SGV013,516,278
SGV011,516,SGV013,516,298
SGV012,516,SGV013,516,406
SGV013,516,SGV013,516,0
SGV014,516,SGV013,516,415
SGV016,516,SGV013,516,304
SGV017,516,SGV013,516,269
SGV018,2227,SGV013,516,28486
SGV019,516,SGV013,516,142
SGV020,516,SGV013,516,405
SGV021,654,SGV013,516,28379
SGV022,654,SGV013,516,28380
SGV023,654,SGV013,516,28345
SGV025,654,SGV013,516,28379
SGV026,654,SGV013,516,28378
SGV027,0,SGV013,516,27046
SGV028,654,SGV013,516,28379
SGV029,654,SGV013,516,27213
SGV030,654,SGV013,516,28254
SGV031,654,SGV013,516,28379
SGV032,654,SGV013,516,28381
SGV033,654,SGV013,516,28381
SGV034,654,SGV013,516,28382
SGV035,654,SGV013,516,28379
SGV036,654,SGV013,516,28379
SGV037,654,SGV013,516,28381
SGV038,654,SGV013,516,28381
SGV039,654,SGV013,516,28378
SGV040,654,SGV013,516,28383
SGV041,654,SGV013,516,28382
SGV042,654,SGV013,516,28380
SGV043,654,SGV013,516,28384
SGV044,654,SGV013,516,28382
SGV045,654,SGV013,516,28383
SGV046,654,SGV013,516,28382
SGV047,654,SGV013,516,28386
SGV048,654,SGV013,516,28315
SGV049,654,SGV013,516,28379
SGV050,654,SGV013,516,28381
SGV051,654,SGV013,516,28382
SGV052,654,SGV013,516,28379
SGV053,654,SGV013,516,28380
SGV054,654,SGV013,516,28379
SGV055,654,SGV013,516,28341
SGV056,654,SGV013,516,28381
SGV057,654,SGV013,516,28379
SGV058,654,SGV013,516,28379
SGV059,654,SGV013,516,28377
SGV060,654,SGV013,516,28386
SGV061,654,SGV013,516,28385
SGV062,654,SGV013,516,28379
SGV063,654,SGV013,516,28381
SGV064,654,SGV013,516,28382
SGV065,654,SGV013,516,28380
SGV066,654,SGV013,516,28382
SGV067,654,SGV013,516,28383
SGV068,654,SGV013,516,28387
SGV069,654,SGV013,516,28384
SGV070,654,SGV013,516,28381
SGV071,654,SGV013,516,28374
SGV072,654,SGV013,516,28380
SGV073,654,SGV013,516,28380
SGV075,654,SGV013,516,28379
SGV077,654,SGV013,516,28378
SGV078,654,SGV013,516,28379
SGV079,654,SGV013,516,28384
SGV080,654,SGV013,516,28382
SGV081,0,SGV013,516,28321
SGV082,0,SGV013,516,28115
SGV002,516,SGV014,516,415
SGV003,516,SGV014,516,416
SGV004,654,SGV014,516,26382
SGV005,516,SGV014,516,407
SGV006,516,SGV014,516,680
SGV007,516,SGV014,516,114
SGV008,516,SGV014,516,393
SGV009,516,SGV014,516,405
SGV010,516,SGV014,516,398
SGV011,516,SGV014,516,410
SGV012,516,SGV014,516,158
SGV013,516,SGV014,516,415
SGV014,516,SGV014,516,0
SGV016,516,SGV014,516,412
SGV017,516,SGV014,516,391
SGV018,2227,SGV014,516,26488
SGV019,516,SGV014,516,401
SGV020,516,SGV014,516,142
SGV021,654,SGV014,516,26391
SGV022,654,SGV014,516,26392
SGV023,654,SGV014,516,26356
SGV025,654,SGV014,516,26391
SGV026,654,SGV014,516,26390
SGV027,0,SGV014,516,25255
SGV028,654,SGV014,516,26391
SGV029,654,SGV014,516,25344
SGV030,654,SGV014,516,26270
SGV031,654,SGV014,516,26390
SGV032,654,SGV014,516,26393
SGV033,654,SGV014,516,26393
SGV034,654,SGV014,516,26394
SGV035,654,SGV014,516,26391
SGV036,654,SGV014,516,26390
SGV037,654,SGV014,516,26393
SGV038,654,SGV014,516,26392
SGV039,654,SGV014,516,26390
SGV040,654,SGV014,516,26394
SGV041,654,SGV014,516,26393
SGV042,654,SGV014,516,26391
SGV043,654,SGV014,516,26395
SGV044,654,SGV014,516,26394
SGV045,654,SGV014,516,26394
SGV046,654,SGV014,516,26392
SGV047,654,SGV014,516,26398
SGV048,654,SGV014,516,26325
SGV049,654,SGV014,516,26391
SGV050,654,SGV014,516,26393
SGV051,654,SGV014,516,26391
SGV052,654,SGV014,516,26391
SGV053,654,SGV014,516,26392
SGV054,654,SGV014,516,26389
SGV055,654,SGV014,516,26353
SGV056,654,SGV014,516,26392
SGV057,654,SGV014,516,26392
SGV058,654,SGV014,516,26391
SGV059,654,SGV014,516,26389
SGV060,654,SGV014,516,26397
SGV061,654,SGV014,516,26396
SGV062,654,SGV014,516,26391
SGV063,654,SGV014,516,26393
SGV064,654,SGV014,516,26393
SGV065,654,SGV014,516,26391
SGV066,654,SGV014,516,26394
SGV067,654,SGV014,516,26393
SGV068,654,SGV014,516,26399
SGV069,654,SGV014,516,26395
SGV070,654,SGV014,516,26393
SGV071,654,SGV014,516,26386
SGV072,654,SGV014,516,26392
SGV073,654,SGV014,516,26391
SGV075,654,SGV014,516,26391
SGV077,654,SGV014,516,26390
SGV078,654,SGV014,516,26391
SGV079,654,SGV014,516,26395
SGV080,654,SGV014,516,26393
SGV081,0,SGV014,516,26332
SGV082,0,SGV014,516,26145
SGV002,516,SGV016,516,285
SGV003,516,SGV016,516,294
SGV004,654,SGV016,516,28078
SGV005,516,SGV016,516,90
SGV006,516,SGV016,516,583
SGV007,516,SGV016,516,364
SGV008,516,SGV016,516,79
SGV009,516,SGV016,516,162
SGV010,516,SGV016,516,104
SGV011,516,SGV016,516,121
SGV012,516,SGV016,516,410
SGV013,516,SGV016,516,304
SGV014,516,SGV016,516,412
SGV016,516,SGV016,516,0
SGV017,516,SGV016,516,122
SGV018,2227,SGV016,516,28195
SGV019,516,SGV016,516,265
SGV020,516,SGV016,516,382
SGV021,654,SGV016,516,28080
SGV022,654,SGV016,516,28082
SGV023,654,SGV016,516,28047
SGV025,654,SGV016,516,28080
SGV026,654,SGV016,516,28079
SGV027,0,SGV016,516,26804
SGV028,654,SGV016,516,28081
SGV029,654,SGV016,516,26934
SGV030,654,SGV016,516,27957
SGV031,654,SGV016,516,28081
SGV032,654,SGV016,516,28083
SGV033,654,SGV016,516,28082
SGV034,654,SGV016,516,28084
SGV035,654,SGV016,516,28080
SGV036,654,SGV016,516,28080
SGV037,654,SGV016,516,28082
SGV038,654,SGV016,516,28083
SGV039,654,SGV016,516,28079
SGV040,654,SGV016,516,28084
SGV041,654,SGV016,516,28083
SGV042,654,SGV016,516,28082
SGV043,654,SGV016,516,28085
SGV044,654,SGV016,516,28083
SGV045,654,SGV016,516,28085
SGV046,654,SGV016,516,28084
SGV047,654,SGV016,516,28087
SGV048,654,SGV016,516,28074
SGV049,654,SGV016,516,28081
SGV050,654,SGV016,516,28083
SGV051,654,SGV016,516,28085
SGV052,654,SGV016,516,28081
SGV053,654,SGV016,516,28082
SGV054,654,SGV016,516,28080
SGV055,654,SGV016,516,28082
SGV056,654,SGV016,516,28083
SGV057,654,SGV016,516,28082
SGV058,654,SGV016,516,28081
SGV059,654,SGV016,516,28079
SGV060,654,SGV016,516,28088
SGV061,654,SGV016,516,28087
SGV062,654,SGV016,516,28080
SGV063,654,SGV016,516,28082
SGV064,654,SGV016,516,28084
SGV065,654,SGV016,516,28082
SGV066,654,SGV016,516,28083
SGV067,654,SGV016,516,28085
SGV068,654,SGV016,516,28088
SGV069,654,SGV016,516,28086
SGV070,654,SGV016,516,28083
SGV071,654,SGV016,516,28076
SGV072,654,SGV016,516,28082
SGV073,654,SGV016,516,28082
SGV075,654,SGV016,516,28081
SGV077,654,SGV016,516,28080
SGV078,654,SGV016,516,28081
SGV079,654,SGV016,516,28086
SGV080,654,SGV016,516,28084
SGV081,0,SGV016,516,28075
SGV082,0,SGV016,516,27936
SGV002,516,SGV017,516,263
SGV003,516,SGV017,516,266
SGV004,654,SGV017,516,28448
SGV005,516,SGV017,516,98
SGV006,516,SGV017,516,583
SGV007,516,SGV017,516,361
SGV008,516,SGV017,516,90
SGV009,516,SGV017,516,136
SGV010,516,SGV017,516,111
SGV011,516,SGV017,516,121
SGV012,516,SGV017,516,375
SGV013,516,SGV017,516,269
SGV014,516,SGV017,516,391
SGV016,516,SGV017,516,122
SGV017,516,SGV017,516,0
SGV018,2227,SGV017,516,28501
SGV019,516,SGV017,516,242
SGV020,516,SGV017,516,371
SGV021,654,SGV017,516,28453
SGV022,654,SGV017,516,28454
SGV023,654,SGV017,516,28419
SGV025,654,SGV017,516,28453
SGV026,654,SGV017,516,28452
SGV027,0,SGV017,516,27111
SGV028,654,SGV017,516,28453
SGV029,654,SGV017,516,27260
SGV030,654,SGV017,516,28330
SGV031,654,SGV017,516,28453
SGV032,654,SGV017,516,28455
SGV033,654,SGV017,516,28455
SGV034,654,SGV017,516,28456
SGV035,654,SGV017,516,28453
SGV036,654,SGV017,516,28453
SGV037,654,SGV017,516,28455
SGV038,654,SGV017,516,28455
SGV039,654,SGV017,516,28452
SGV040,654,SGV017,516,28457
SGV041,654,SGV017,516,28456
SGV042,654,SGV017,516,28454
SGV043,654,SGV017,516,28458
SGV044,654,SGV017,516,28456
SGV045,654,SGV017,516,28457
SGV046,654,SGV017,516,28456
SGV047,654,SGV017,516,28460
SGV048,654,SGV017,516,28389
SGV049,654,SGV017,516,28453
SGV050,654,SGV017,516,28455
SGV051,654,SGV017,516,28457
SGV052,654,SGV017,516,28453
SGV053,654,SGV017,516,28454
SGV054,654,SGV017,516,28453
SGV055,654,SGV017,516,28415
SGV056,654,SGV017,516,28455
SGV057,654,SGV017,516,28453
SGV058,654,SGV017,516,28453
SGV059,654,SGV017,516,28451
SGV060,654,SGV017,516,28460
SGV061,654,SGV017,516,28459
SGV062,654,SGV017,516,28453
SGV063,654,SGV017,516,28455
SGV064,654,SGV017,516,28456
SGV065,654,SGV017,516,28454
SGV066,654,SGV017,516,28456
SGV067,654,SGV017,516,28457
SGV068,654,SGV017,516,28461
SGV069,654,SGV017,516,28458
SGV070,654,SGV017,516,28455
SGV071,654,SGV017,516,28448
SGV072,654,SGV017,516,28454
SGV073,654,SGV017,516,28454
SGV075,654,SGV017,516,28453
SGV077,654,SGV017,516,28452
SGV078,654,SGV017,516,28453
SGV079,654,SGV017,516,28458
SGV080,654,SGV017,516,28456
SGV081,0,SGV017,516,28394
SGV082,0,SGV017,516,28160
SGV002,516,SGV018,2227,28507
SGV003,516,SGV018,2227,28504
SGV004,654,SGV018,2227,295
SGV005,516,SGV018,2227,28384
SGV006,516,SGV018,2227,29205
SGV007,516,SGV018,2227,26398
SGV008,516,SGV018,2227,28503
SGV009,516,SGV018,2227,28099
SGV010,516,SGV018,2227,28499
SGV011,516,SGV018,2227,28407
SGV012,516,SGV018,2227,26482
SGV013,516,SGV018,2227,28486
SGV014,516,SGV018,2227,26488
SGV016,516,SGV018,2227,28195
SGV017,516,SGV018,2227,28501
SGV018,2227,SGV018,2227,0
SGV019,516,SGV018,2227,28484
SGV020,516,SGV018,2227,26261
SGV021,654,SGV018,2227,290
SGV022,654,SGV018,2227,292
SGV023,654,SGV018,2227,290
SGV025,654,SGV018,2227,290
SGV026,654,SGV018,2227,290
SGV027,0,SGV018,2227,274
SGV028,654,SGV018,2227,290
SGV029,654,SGV018,2227,279
SGV030,654,SGV018,2227,294
SGV031,654,SGV018,2227,290
SGV032,654,SGV018,2227,292
SGV033,654,SGV018,2227,294
SGV034,654,SGV018,2227,293
SGV035,654,SGV018,2227,290
SGV036,654,SGV018,2227,290
SGV037,654,SGV018,2227,293
SGV038,654,SGV018,2227,292
SGV039,654,SGV018,2227,289
SGV040,654,SGV018,2227,294
SGV041,654,SGV018,2227,293
SGV042,654,SGV018,2227,293
SGV043,654,SGV018,2227,296
SGV044,654,SGV018,2227,294
SGV045,654,SGV018,2227,294
SGV046,654,SGV018,2227,294
SGV047,654,SGV018,2227,298
SGV048,654,SGV018,2227,294
SGV049,654,SGV018,2227,292
SGV050,654,SGV018,2227,292
SGV051,654,SGV018,2227,294
SGV052,654,SGV018,2227,290
SGV053,654,SGV018,2227,291
SGV054,654,SGV018,2227,290
SGV055,654,SGV018,2227,291
SGV056,654,SGV018,2227,292
SGV057,654,SGV018,2227,291
SGV058,654,SGV018,2227,290
SGV059,654,SGV018,2227,289
SGV060,654,SGV018,2227,298
SGV061,654,SGV018,2227,298
SGV062,654,SGV018,2227,290
SGV063,654,SGV018,2227,293
SGV064,654,SGV018,2227,293
SGV065,654,SGV018,2227,293
SGV066,654,SGV018,2227,292
SGV067,654,SGV018,2227,295
SGV068,654,SGV018,2227,299
SGV069,654,SGV018,2227,293
SGV070,654,SGV018,2227,292
SGV071,654,SGV018,2227,285
SGV072,654,SGV018,2227,291
SGV073,654,SGV018,2227,291
SGV075,654,SGV018,2227,290
SGV077,654,SGV018,2227,291
SGV078,654,SGV018,2227,290
SGV079,654,SGV018,2227,295
SGV080,654,SGV018,2227,293
SGV081,0,SGV018,2227,281
SGV082,0,SGV018,2227,287
SGV002,516,SGV019,516,129
SGV003,516,SGV019,516,138
SGV004,654,SGV019,516,28380
SGV005,516,SGV019,516,253
SGV006,516,SGV019,516,602
SGV007,516,SGV019,516,361
SGV008,516,SGV019,516,241
SGV009,516,SGV019,516,281
SGV010,516,SGV019,516,255
SGV011,516,SGV019,516,274
SGV012,516,SGV019,516,384
SGV013,516,SGV019,516,142
SGV014,516,SGV019,516,401
SGV016,516,SGV019,516,265
SGV017,516,SGV019,516,242
SGV018,2227,SGV019,516,28484
SGV019,516,SGV019,516,0
SGV020,516,SGV019,516,367
SGV021,654,SGV019,516,28385
SGV022,654,SGV019,516,28386
SGV023,654,SGV019,516,28351
SGV025,654,SGV019,516,28385
SGV026,654,SGV019,516,28384
SGV027,0,SGV019,516,27039
SGV028,654,SGV019,516,28385
SGV029,654,SGV019,516,27207
SGV030,654,SGV019,516,28261
SGV031,654,SGV019,516,28385
SGV032,654,SGV019,516,28387
SGV033,654,SGV019,516,28387
SGV034,654,SGV019,516,28388
SGV035,654,SGV019,516,28385
SGV036,654,SGV019,516,28385
SGV037,654,SGV019,516,28387
SGV038,654,SGV019,516,28387
SGV039,654,SGV019,516,28384
SGV040,654,SGV019,516,28389
SGV041,654,SGV019,516,28388
SGV042,654,SGV019,516,28386
SGV043,654,SGV019,516,28390
SGV044,654,SGV019,516,28388
SGV045,654,SGV019,516,28389
SGV046,654,SGV019,516,28388
SGV047,654,SGV019,516,28392
SGV048,654,SGV019,516,28321
SGV049,654,SGV019,516,28385
SGV050,654,SGV019,516,28387
SGV051,654,SGV019,516,28388
SGV052,654,SGV019,516,28385
SGV053,654,SGV019,516,28386
SGV054,654,SGV019,516,28385
SGV055,654,SGV019,516,28347
SGV056,654,SGV019,516,28387
SGV057,654,SGV019,516,28385
SGV058,654,SGV019,516,28385
SGV059,654,SGV019,516,28383
SGV060,654,SGV019,516,28392
SGV061,654,SGV019,516,28391
SGV062,654,SGV019,516,28385
SGV063,654,SGV019,516,28387
SGV064,654,SGV019,516,28388
SGV065,654,SGV019,516,28386
SGV066,654,SGV019,516,28388
SGV067,654,SGV019,516,28389
SGV068,654,SGV019,516,28393
SGV069,654,SGV019,516,28390
SGV070,654,SGV019,516,28387
SGV071,654,SGV019,516,28380
SGV072,654,SGV019,516,28386
SGV073,654,SGV019,516,28386
SGV075,654,SGV019,516,28385
SGV077,654,SGV019,516,28384
SGV078,654,SGV019,516,28385
SGV079,654,SGV019,516,28390
SGV080,654,SGV019,516,28388
SGV081,0,SGV019,516,28326
SGV082,0,SGV019,516,28122
SGV002,516,SGV020,516,388
SGV003,516,SGV020,516,391
SGV004,654,SGV020,516,26167
SGV005,516,SGV020,516,362
SGV006,516,SGV020,516,654
SGV007,516,SGV020,516,81
SGV008,516,SGV020,516,359
SGV009,516,SGV020,516,404
SGV010,516,SGV020,516,383
SGV011,516,SGV020,516,403
SGV012,516,SGV020,516,148
SGV013,516,SGV020,516,405
SGV014,516,SGV020,516,142
SGV016,516,SGV020,516,382
SGV017,516,SGV020,516,371
SGV018,2227,SGV020,516,26261
SGV019,516,SGV020,516,367
SGV020,516,SGV020,516,0
SGV021,654,SGV020,516,26174
SGV022,654,SGV020,516,26176
SGV023,654,SGV020,516,26140
SGV025,654,SGV020,516,26174
SGV026,654,SGV020,516,26173
SGV027,0,SGV020,516,25046
SGV028,654,SGV020,516,26175
SGV029,654,SGV020,516,25145
SGV030,654,SGV020,516,26053
SGV031,654,SGV020,516,26175
SGV032,654,SGV020,516,26177
SGV033,654,SGV020,516,26176
SGV034,654,SGV020,516,26178
SGV035,654,SGV020,516,26174
SGV036,654,SGV020,516,26173
SGV037,654,SGV020,516,26176
SGV038,654,SGV020,516,26176
SGV039,654,SGV020,516,26173
SGV040,654,SGV020,516,26178
SGV041,654,SGV020,516,26176
SGV042,654,SGV020,516,26175
SGV043,654,SGV020,516,26178
SGV044,654,SGV020,516,26177
SGV045,654,SGV020,516,26178
SGV046,654,SGV020,516,26176
SGV047,654,SGV020,516,26181
SGV048,654,SGV020,516,26166
SGV049,654,SGV020,516,26175
SGV050,654,SGV020,516,26177
SGV051,654,SGV020,516,26176
SGV052,654,SGV020,516,26175
SGV053,654,SGV020,516,26176
SGV054,654,SGV020,516,26173
SGV055,654,SGV020,516,26176
SGV056,654,SGV020,516,26176
SGV057,654,SGV020,516,26176
SGV058,654,SGV020,516,26175
SGV059,654,SGV020,516,26173
SGV060,654,SGV020,516,26181
SGV061,654,SGV020,516,26180
SGV062,654,SGV020,516,26174
SGV063,654,SGV020,516,26176
SGV064,654,SGV020,516,26178
SGV065,654,SGV020,516,26175
SGV066,654,SGV020,516,26177
SGV067,654,SGV020,516,26177
SGV068,654,SGV020,516,26182
SGV069,654,SGV020,516,26180
SGV070,654,SGV020,516,26177
SGV071,654,SGV020,516,26170
SGV072,654,SGV020,516,26176
SGV073,654,SGV020,516,26175
SGV075,654,SGV020,516,26175
SGV077,654,SGV020,516,26174
SGV078,654,SGV020,516,26175
SGV079,654,SGV020,516,26180
SGV080,654,SGV020,516,26177
SGV081,0,SGV020,516,26169
SGV082,0,SGV020,516,26025
SGV002,516,SGV021,654,28410
SGV003,516,SGV021,654,28407
SGV004,654,SGV021,654,100
SGV005,516,SGV021,654,28286
SGV006,516,SGV021,654,29047
SGV007,516,SGV021,654,26307
SGV008,516,SGV021,654,28404
SGV009,516,SGV021,654,28007
SGV010,516,SGV021,654,28403
SGV011,516,SGV021,654,28301
SGV012,516,SGV021,654,26391
SGV013,516,SGV021,654,28379
SGV014,516,SGV021,654,26391
SGV016,516,SGV021,654,28080
SGV017,516,SGV021,654,28453
SGV018,2227,SGV021,654,290
SGV019,516,SGV021,654,28385
SGV020,516,SGV021,654,26174
SGV021,654,SGV021,654,0
SGV022,654,SGV021,654,12
SGV023,654,SGV021,654,12
SGV025,654,SGV021,654,0
SGV026,654,SGV021,654,2
SGV027,0,SGV021,654,12
SGV028,654,SGV021,654,12
SGV029,654,SGV021,654,1
SGV030,654,SGV021,654,5
SGV031,654,SGV021,654,12
SGV032,654,SGV021,654,14
SGV033,654,SGV021,654,4
SGV034,654,SGV021,654,15
SGV035,654,SGV021,654,2
SGV036,654,SGV021,654,2
SGV037,654,SGV021,654,3
SGV038,654,SGV021,654,15
SGV039,654,SGV021,654,1
SGV040,654,SGV021,654,15
SGV041,654,SGV021,654,3
SGV042,654,SGV021,654,13
SGV043,654,SGV021,654,6
SGV044,654,SGV021,654,4
SGV045,654,SGV021,654,16
SGV046,654,SGV021,654,14
SGV047,654,SGV021,654,8
SGV048,654,SGV021,654,13
SGV049,654,SGV021,654,14
SGV050,654,SGV021,654,12
SGV051,654,SGV021,654,17
SGV052,654,SGV021,654,11
SGV053,654,SGV021,654,12
SGV054,654,SGV021,654,2
SGV055,654,SGV021,654,12
SGV056,654,SGV021,654,13
SGV057,654,SGV021,654,11
SGV058,654,SGV021,654,11
SGV059,654,SGV021,654,9
SGV060,654,SGV021,654,20
SGV061,654,SGV021,654,18
SGV062,654,SGV021,654,9
SGV063,654,SGV021,654,3
SGV064,654,SGV021,654,16
SGV065,654,SGV021,654,13
SGV066,654,SGV021,654,4
SGV067,654,SGV021,654,15
SGV068,654,SGV021,654,9
SGV069,654,SGV021,654,17
SGV070,654,SGV021,654,12
SGV071,654,SGV021,654,5
SGV072,654,SGV021,654,13
SGV073,654,SGV021,654,12
SGV075,654,SGV021,654,10
SGV077,654,SGV021,654,11
SGV078,654,SGV021,654,10
SGV079,654,SGV021,654,19
SGV080,654,SGV021,654,13
SGV081,0,SGV021,654,6
SGV082,0,SGV021,654,4
SGV002,516,SGV022,654,28411
SGV003,516,SGV022,654,28408
SGV004,654,SGV022,654,102
SGV005,516,SGV022,654,28287
SGV006,516,SGV022,654,29050
SGV007,516,SGV022,654,26308
SGV008,516,SGV022,654,28405
SGV009,516,SGV022,654,28009
SGV010,516,SGV022,654,28404
SGV011,516,SGV022,654,28303
SGV012,516,SGV022,654,26392
SGV013,516,SGV022,654,28380
SGV014,516,SGV022,654,26392
SGV016,516,SGV022,654,28082
SGV017,516,SGV022,654,28454
SGV018,2227,SGV022,654,292
SGV019,516,SGV022,654,28386
SGV020,516,SGV022,654,26176
SGV021,654,SGV022,654,12
SGV022,654,SGV022,654,0
SGV023,654,SGV022,654,14
SGV025,654,SGV022,654,12
SGV026,654,SGV022,654,12
SGV027,0,SGV022,654,14
SGV028,654,SGV022,654,14
SGV029,654,SGV022,654,13
SGV030,654,SGV022,654,17
SGV031,654,SGV022,654,14
SGV032,654,SGV022,654,16
SGV033,654,SGV022,654,16
SGV034,654,SGV022,654,17
SGV035,654,SGV022,654,12
SGV036,654,SGV022,654,12
SGV037,654,SGV022,654,15
SGV038,654,SGV022,654,17
SGV039,654,SGV022,654,11
SGV040,654,SGV022,654,19
SGV041,654,SGV022,654,15
SGV042,654,SGV022,654,15
SGV043,654,SGV022,654,18
SGV044,654,SGV022,654,16
SGV045,654,SGV022,654,18
SGV046,654,SGV022,654,12
SGV047,654,SGV022,654,20
SGV048,654,SGV022,654,12
SGV049,654,SGV022,654,16
SGV050,654,SGV022,654,10
SGV051,654,SGV022,654,19
SGV052,654,SGV022,654,9
SGV053,654,SGV022,654,10
SGV054,654,SGV022,654,12
SGV055,654,SGV022,654,11
SGV056,654,SGV022,654,11
SGV057,654,SGV022,654,9
SGV058,654,SGV022,654,9
SGV059,654,SGV022,654,7
SGV060,654,SGV022,654,22
SGV061,654,SGV022,654,20
SGV062,654,SGV022,654,9
SGV063,654,SGV022,654,15
SGV064,654,SGV022,654,18
SGV065,654,SGV022,654,15
SGV066,654,SGV022,654,16
SGV067,654,SGV022,654,13
SGV068,654,SGV022,654,21
SGV069,654,SGV022,654,19
SGV070,654,SGV022,654,10
SGV071,654,SGV022,654,7
SGV072,654,SGV022,654,15
SGV073,654,SGV022,654,10
SGV075,654,SGV022,654,8
SGV077,654,SGV022,654,9
SGV078,654,SGV022,654,8
SGV079,654,SGV022,654,21
SGV080,654,SGV022,654,11
SGV081,0,SGV022,654,9
SGV082,0,SGV022,654,15
SGV002,516,SGV023,654,28376
SGV003,516,SGV023,654,28373
SGV004,654,SGV023,654,100
SGV005,516,SGV023,654,28252
SGV006,516,SGV023,654,29015
SGV007,516,SGV023,654,26272
SGV008,516,SGV023,654,28370
SGV009,516,SGV023,654,27974
SGV010,516,SGV023,654,28369
SGV011,516,SGV023,654,28268
SGV012,516,SGV023,654,26356
SGV013,516,SGV023,654,28345
SGV014,516,SGV023,654,26356
SGV016,516,SGV023,654,28047
SGV017,516,SGV023,654,28419
SGV018,2227,SGV023,654,290
SGV019,516,SGV023,654,28351
SGV020,516,SGV023,654,26140
SGV021,654,SGV023,654,12
SGV022,654,SGV023,654,14
SGV023,654,SGV023,654,0
SGV025,654,SGV023,654,12
SGV026,654,SGV023,654,12
SGV027,0,SGV023,654,0
SGV028,654,SGV023,654,6
SGV029,654,SGV023,654,13
SGV030,654,SGV023,654,16
SGV031,654,SGV023,654,4
SGV032,654,SGV023,654,6
SGV033,654,SGV023,654,16
SGV034,654,SGV023,654,9
SGV035,654,SGV023,654,12
SGV036,654,SGV023,654,12
SGV037,654,SGV023,654,15
SGV038,654,SGV023,654,3
SGV039,654,SGV023,654,11
SGV040,654,SGV023,654,9
SGV041,654,SGV023,654,15
SGV042,654,SGV023,654,15
SGV043,654,SGV023,654,18
SGV044,654,SGV023,654,16
SGV045,654,SGV023,654,10
SGV046,654,SGV023,654,16
SGV047,654,SGV023,654,20
SGV048,654,SGV023,654,16
SGV049,654,SGV023,654,8
SGV050,654,SGV023,654,14
SGV051,654,SGV023,654,9
SGV052,654,SGV023,654,13
SGV053,654,SGV023,654,14
SGV054,654,SGV023,654,12
SGV055,654,SGV023,654,15
SGV056,654,SGV023,654,15
SGV057,654,SGV023,654,13
SGV058,654,SGV023,654,13
SGV059,654,SGV023,654,11
SGV060,654,SGV023,654,14
SGV061,654,SGV023,654,20
SGV062,654,SGV023,654,13
SGV063,654,SGV023,654,15
SGV064,654,SGV023,654,8
SGV065,654,SGV023,654,15
SGV066,654,SGV023,654,16
SGV067,654,SGV023,654,17
SGV068,654,SGV023,654,21
SGV069,654,SGV023,654,9
SGV070,654,SGV023,654,14
SGV071,654,SGV023,654,7
SGV072,654,SGV023,654,7
SGV073,654,SGV023,654,14
SGV075,654,SGV023,654,12
SGV077,654,SGV023,654,13
SGV078,654,SGV023,654,12
SGV079,654,SGV023,654,11
SGV080,654,SGV023,654,15
SGV081,0,SGV023,654,7
SGV082,0,SGV023,654,15
SGV002,516,SGV025,654,28410
SGV003,516,SGV025,654,28407
SGV004,654,SGV025,654,100
SGV005,516,SGV025,654,28286
SGV006,516,SGV025,654,29047
SGV007,516,SGV025,654,26307
SGV008,516,SGV025,654,28404
SGV009,516,SGV025,654,28007
SGV010,516,SGV025,654,28403
SGV011,516,SGV025,654,28301
SGV012,516,SGV025,654,26391
SGV013,516,SGV025,654,28379
SGV014,516,SGV025,654,26391
SGV016,516,SGV025,654,28080
SGV017,516,SGV025,654,28453
SGV018,2227,SGV025,654,290
SGV019,516,SGV025,654,28385
SGV020,516,SGV025,654,26174
SGV021,654,SGV025,654,0
SGV022,654,SGV025,654,12
SGV023,654,SGV025,654,12
SGV025,654,SGV025,654,0
SGV026,654,SGV025,654,2
SGV027,0,SGV025,654,12
SGV028,654,SGV025,654,12
SGV029,654,SGV025,654,1
SGV030,654,SGV025,654,5
SGV031,654,SGV025,654,12
SGV032,654,SGV025,654,14
SGV033,654,SGV025,654,4
SGV034,654,SGV025,654,15
SGV035,654,SGV025,654,2
SGV036,654,SGV025,654,2
SGV037,654,SGV025,654,3
SGV038,654,SGV025,654,15
SGV039,654,SGV025,654,1
SGV040,654,SGV025,654,15
SGV041,654,SGV025,654,3
SGV042,654,SGV025,654,13
SGV043,654,SGV025,654,6
SGV044,654,SGV025,654,4
SGV045,654,SGV025,654,16
SGV046,654,SGV025,654,14
SGV047,654,SGV025,654,8
SGV048,654,SGV025,654,13
SGV049,654,SGV025,654,14
SGV050,654,SGV025,654,12
SGV051,654,SGV025,654,17
SGV052,654,SGV025,654,11
SGV053,654,SGV025,654,12
SGV054,654,SGV025,654,2
SGV055,654,SGV025,654,12
SGV056,654,SGV025,654,13
SGV057,654,SGV025,654,11
