snp.dists.0.8.2,ST1,variable,ST2,value
SBV184_plate03,377,SBV044_plate01,377,9
SBV185_plate03,377,SBV044_plate01,377,8
SBV186_plate03,377,SBV044_plate01,377,9
SBV187_plate03,377,SBV044_plate01,377,5
SBV188_plate03,377,SBV044_plate01,377,8
SBV189_plate03,377,SBV044_plate01,377,4
SBV190_plate03,377,SBV044_plate01,377,7
SBV191_plate03,377,SBV044_plate01,377,11
SBV192_plate03,377,SBV044_plate01,377,7
SBV193_plate03,377,SBV044_plate01,377,6
SBV194_plate03,377,SBV044_plate01,377,6
SBV195_plate03,377,SBV044_plate01,377,6
SBV196_plate03,377,SBV044_plate01,377,18
SBV197_plate03,377,SBV044_plate01,377,9
SBV198_plate03,377,SBV044_plate01,377,5
SBV199_plate03,377,SBV044_plate01,377,6
SBV200_plate03,377,SBV044_plate01,377,13
SBV201_plate03,377,SBV044_plate01,377,8
SBV202_plate03,377,SBV044_plate01,377,4
SBV203_plate03,377,SBV044_plate01,377,7
SBV204_plate03,377,SBV044_plate01,377,11
SBV205_plate03,377,SBV044_plate01,377,9
SBV206_plate03,377,SBV044_plate01,377,9
SBV207_plate03,377,SBV044_plate01,377,4
SBV208_plate03,377,SBV044_plate01,377,12
SBV209_plate03,377,SBV044_plate01,377,6
SBV210_plate03,377,SBV044_plate01,377,11
SBV211_plate03,377,SBV044_plate01,377,8
SBV212_plate03,377,SBV044_plate01,377,15
SBV213_plate03,377,SBV044_plate01,377,5
SBV214_plate03,377,SBV044_plate01,377,7
SBV215_plate03,1499,SBV044_plate01,377,1145
SBV216_plate03,377,SBV044_plate01,377,15
SBV217_plate03,377,SBV044_plate01,377,9
SBV218_plate05,377,SBV044_plate01,377,8
SBV219_plate03,377,SBV044_plate01,377,7
SBV220_plate03,377,SBV044_plate01,377,8
SBV221_plate03,377,SBV044_plate01,377,10
SBV222_plate03,377,SBV044_plate01,377,8
SBV223_plate03,8346,SBV044_plate01,377,159
SBV224_plate03,377,SBV044_plate01,377,9
SBV225_plate03,377,SBV044_plate01,377,7
SBV226_plate03,377,SBV044_plate01,377,8
SBV227_plate03,377,SBV044_plate01,377,12
SBV228_plate03,377,SBV044_plate01,377,13
SBV229_plate03,377,SBV044_plate01,377,5
SBV230_plate03,377,SBV044_plate01,377,9
SBV231_plate03,377,SBV044_plate01,377,10
SBV232_plate03,377,SBV044_plate01,377,6
SBV233_plate03,377,SBV044_plate01,377,11
SBV234_plate05,377,SBV044_plate01,377,14
SBV235_plate05,377,SBV044_plate01,377,8
SBV236_plate03,377,SBV044_plate01,377,10
SBV237_plate03,377,SBV044_plate01,377,8
SBV238_plate03,377,SBV044_plate01,377,6
SBV239_plate03,377,SBV044_plate01,377,4
SBV240_plate05,377,SBV044_plate01,377,10
SBV241_plate03,377,SBV044_plate01,377,11
SBV242_plate03,377,SBV044_plate01,377,10
SBV243_plate03,377,SBV044_plate01,377,6
SBV244_plate03,377,SBV044_plate01,377,12
SBV245_plate03,377,SBV044_plate01,377,13
SBV246_plate03,377,SBV044_plate01,377,8
SBV247_plate03,377,SBV044_plate01,377,14
SBV248_plate05,1058,SBV044_plate01,377,1097
SBV249_plate03,377,SBV044_plate01,377,12
SBV251_plate03,377,SBV044_plate01,377,4
SBV252_plate03,377,SBV044_plate01,377,16
SBV253_plate03,377,SBV044_plate01,377,5
SBV254_plate03,377,SBV044_plate01,377,104
SBV255_plate03,377,SBV044_plate01,377,7
SBV256_plate03,377,SBV044_plate01,377,12
SBV257_plate05,377,SBV044_plate01,377,8
SBV258_plate03,377,SBV044_plate01,377,8
SBV259_plate03,377,SBV044_plate01,377,8
SBV260_plate03,377,SBV044_plate01,377,8
SBV261_plate03,377,SBV044_plate01,377,4
SBV262_plate03,377,SBV044_plate01,377,12
SBV263_plate03,377,SBV044_plate01,377,16
SBV265_plate03,377,SBV044_plate01,377,10
SBV266_plate03,377,SBV044_plate01,377,8
SBV267_plate03,377,SBV044_plate01,377,8
SBV268_plate03,377,SBV044_plate01,377,11
SBV269_plate05,377,SBV044_plate01,377,15
SBV270_plate04,377,SBV044_plate01,377,15
SBV271_plate04,377,SBV044_plate01,377,12
SBV272_plate04,377,SBV044_plate01,377,7
SBV273_plate04,377,SBV044_plate01,377,12
SBV274_plate04,377,SBV044_plate01,377,15
SBV275_plate04,377,SBV044_plate01,377,17
SBV276_plate04,377,SBV044_plate01,377,15
SBV277_plate04,377,SBV044_plate01,377,16
SBV278_plate04,377,SBV044_plate01,377,7
SBV279_plate04,377,SBV044_plate01,377,7
SBV280_plate05,377,SBV044_plate01,377,10
SBV281_plate04,377,SBV044_plate01,377,7
SBV282_plate04,377,SBV044_plate01,377,9
SBV283_plate04,377,SBV044_plate01,377,10
SBV284_plate04,377,SBV044_plate01,377,13
SBV285_plate04,377,SBV044_plate01,377,8
SBV286_plate04,377,SBV044_plate01,377,12
SBV287_plate04,377,SBV044_plate01,377,9
SBV288_plate04,377,SBV044_plate01,377,9
SBV289_plate04,377,SBV044_plate01,377,15
SBV290_plate04,377,SBV044_plate01,377,11
SBV291_plate04,377,SBV044_plate01,377,7
SBV292_plate04,377,SBV044_plate01,377,12
SBV293_plate04,377,SBV044_plate01,377,10
SBV294_plate04,377,SBV044_plate01,377,9
SBV295_plate04,377,SBV044_plate01,377,15
SBV296_plate04,377,SBV044_plate01,377,9
SBV297_plate04,377,SBV044_plate01,377,3
SBV298_plate04,377,SBV044_plate01,377,9
SBV299_plate04,377,SBV044_plate01,377,11
SBV300_plate04,377,SBV044_plate01,377,11
SBV301_plate04,377,SBV044_plate01,377,14
SBV302_plate04,377,SBV044_plate01,377,9
SBV304_plate04,2640,SBV044_plate01,377,343
SBV305_plate04,377,SBV044_plate01,377,17
SBV306_plate04,377,SBV044_plate01,377,13
SBV307_plate04,377,SBV044_plate01,377,15
SBV308_plate04,377,SBV044_plate01,377,9
SBV310_plate04,377,SBV044_plate01,377,15
SBV311_plate04,377,SBV044_plate01,377,15
SBV312_plate04,377,SBV044_plate01,377,12
SBV313_plate04,377,SBV044_plate01,377,95
SBV314_plate04,377,SBV044_plate01,377,8
SBV315_plate04,377,SBV044_plate01,377,11
SBV316_plate04,377,SBV044_plate01,377,18
SBV317_plate04,377,SBV044_plate01,377,10
SBV318_plate04,377,SBV044_plate01,377,11
SBV319_plate04,377,SBV044_plate01,377,18
SBV320_plate04,377,SBV044_plate01,377,10
SBV321_plate04,377,SBV044_plate01,377,8
SBV322_plate04,377,SBV044_plate01,377,7
SBV323_plate04,377,SBV044_plate01,377,9
SBV324_plate04,377,SBV044_plate01,377,8
SBV325_plate04,377,SBV044_plate01,377,10
SBV326_plate04,377,SBV044_plate01,377,14
SBV327_plate04,377,SBV044_plate01,377,11
SBV328_plate04,377,SBV044_plate01,377,9
SBV329_plate04,377,SBV044_plate01,377,11
SBV330_plate04,377,SBV044_plate01,377,10
SBV331_plate04,377,SBV044_plate01,377,14
SBV332_plate04,377,SBV044_plate01,377,4
SBV333_plate04,377,SBV044_plate01,377,8
SBV334_plate04,377,SBV044_plate01,377,14
SBV335_plate04,377,SBV044_plate01,377,10
SBV336_plate04,377,SBV044_plate01,377,10
SBV337_plate04,377,SBV044_plate01,377,4
SBV338_plate04,377,SBV044_plate01,377,14
SBV339_plate04,377,SBV044_plate01,377,15
SBV340_plate04,377,SBV044_plate01,377,15
SBV341_plate04,377,SBV044_plate01,377,15
SBV342_plate04,2640,SBV044_plate01,377,343
SBV343_plate04,377,SBV044_plate01,377,17
SBV344_plate04,377,SBV044_plate01,377,10
SBV345_plate04,377,SBV044_plate01,377,8
SBV347_plate04,377,SBV044_plate01,377,7
SBV348_plate04,377,SBV044_plate01,377,10
SBV349_plate04,377,SBV044_plate01,377,9
SBV350_plate04,377,SBV044_plate01,377,14
SBV351_plate04,377,SBV044_plate01,377,14
SBV352_plate04,377,SBV044_plate01,377,17
SBV353_plate04,377,SBV044_plate01,377,15
SBV354_plate04,377,SBV044_plate01,377,13
SBV355_plate04,377,SBV044_plate01,377,7
SBV356_plate04,377,SBV044_plate01,377,6
SBV357_plate04,377,SBV044_plate01,377,12
SBV358_plate04,377,SBV044_plate01,377,10
SBV359_plate04,377,SBV044_plate01,377,10
SBV361_plate04,377,SBV044_plate01,377,6
SBV362_plate04,377,SBV044_plate01,377,16
SBV363_plate04,377,SBV044_plate01,377,16
SBV364_plate04,377,SBV044_plate01,377,16
SBV365_plate04,377,SBV044_plate01,377,12
SBV366_plate04,377,SBV044_plate01,377,11
SBV367_plate04,377,SBV044_plate01,377,13
SBV368_plate04,377,SBV044_plate01,377,15
SBV369_plate04,377,SBV044_plate01,377,15
SBV370_plate05,377,SBV044_plate01,377,14
SBV371_plate05,377,SBV044_plate01,377,12
SBV372_plate05,377,SBV044_plate01,377,12
SBV373_plate05,377,SBV044_plate01,377,11
SBV374_plate05,377,SBV044_plate01,377,19
SBV375_plate05,377,SBV044_plate01,377,7
SBV376_plate05,377,SBV044_plate01,377,15
Reference,377,SBV045_plate01,377,51
SBV001_plate05,1499,SBV045_plate01,377,1026
SBV002_plate01,1499,SBV045_plate01,377,1290
SBV003_plate01,1499,SBV045_plate01,377,1145
SBV004_plate01,1499,SBV045_plate01,377,1093
SBV005_plate01,377,SBV045_plate01,377,51
SBV006_plate01,1499,SBV045_plate01,377,1077
SBV007_plate01,377,SBV045_plate01,377,9
SBV008_plate01,1499,SBV045_plate01,377,1140
SBV009_plate01,1499,SBV045_plate01,377,1175
SBV010_plate01,377,SBV045_plate01,377,83
SBV011_plate01,377,SBV045_plate01,377,113
SBV012_plate01,1499,SBV045_plate01,377,1015
SBV013_plate01,1499,SBV045_plate01,377,1009
SBV014_plate01,1499,SBV045_plate01,377,1181
SBV015_plate01,1499,SBV045_plate01,377,1159
SBV016_plate01,8346,SBV045_plate01,377,154
SBV017_plate01,1058,SBV045_plate01,377,1104
SBV018_plate01,1499,SBV045_plate01,377,1273
SBV019_plate01,377,SBV045_plate01,377,90
SBV020_plate01,1499,SBV045_plate01,377,1024
SBV021_plate01,377,SBV045_plate01,377,95
SBV022_plate01,377,SBV045_plate01,377,22
SBV023_plate01,377,SBV045_plate01,377,2
SBV024_plate01,377,SBV045_plate01,377,90
SBV025_plate01,377,SBV045_plate01,377,8
SBV026_plate01,2640,SBV045_plate01,377,333
SBV027_plate01,377,SBV045_plate01,377,3
SBV028_plate01,1499,SBV045_plate01,377,1012
SBV029_plate01,377,SBV045_plate01,377,90
SBV030_plate01,377,SBV045_plate01,377,6
SBV031_plate01,1499,SBV045_plate01,377,1017
SBV032_plate01,377,SBV045_plate01,377,93
SBV033_plate01,377,SBV045_plate01,377,8
SBV035_plate01,377,SBV045_plate01,377,6
SBV036_plate01,377,SBV045_plate01,377,6
SBV037_plate01,377,SBV045_plate01,377,7
SBV038_plate01,377,SBV045_plate01,377,9
SBV039_plate01,377,SBV045_plate01,377,4
SBV040_plate03,377,SBV045_plate01,377,9
SBV041_plate01,377,SBV045_plate01,377,1
SBV042_plate01,377,SBV045_plate01,377,5
SBV043_plate01,377,SBV045_plate01,377,4
SBV044_plate01,377,SBV045_plate01,377,3
SBV045_plate01,377,SBV045_plate01,377,0
SBV046_plate01,377,SBV045_plate01,377,2
SBV047_plate01,377,SBV045_plate01,377,1
SBV048_plate01,377,SBV045_plate01,377,0
SBV049_plate01,377,SBV045_plate01,377,0
SBV050_plate01,377,SBV045_plate01,377,2
SBV051_plate01,377,SBV045_plate01,377,0
SBV052_plate01,377,SBV045_plate01,377,4
SBV053_plate01,377,SBV045_plate01,377,6
SBV054_plate01,377,SBV045_plate01,377,7
SBV055_plate01,377,SBV045_plate01,377,3
SBV056_plate01,-,SBV045_plate01,377,6
SBV057_plate01,377,SBV045_plate01,377,2
SBV058_plate01,377,SBV045_plate01,377,9
SBV059_plate01,377,SBV045_plate01,377,1
SBV060_plate01,377,SBV045_plate01,377,12
SBV061_plate01,377,SBV045_plate01,377,6
SBV062_plate01,377,SBV045_plate01,377,8
SBV063_plate01,377,SBV045_plate01,377,2
SBV064_plate01,377,SBV045_plate01,377,6
SBV065_plate03,377,SBV045_plate01,377,8
SBV067_plate01,377,SBV045_plate01,377,2
SBV068_plate01,377,SBV045_plate01,377,8
SBV069_plate01,377,SBV045_plate01,377,1
SBV070_plate01,377,SBV045_plate01,377,7
SBV071_plate01,377,SBV045_plate01,377,2
SBV072_plate02,377,SBV045_plate01,377,14
SBV073_plate03,377,SBV045_plate01,377,9
SBV074_plate03,377,SBV045_plate01,377,6
SBV075_plate02,377,SBV045_plate01,377,4
SBV076_plate02,377,SBV045_plate01,377,2
SBV077_plate02,377,SBV045_plate01,377,1
SBV078_plate02,377,SBV045_plate01,377,9
SBV079_plate02,377,SBV045_plate01,377,2
SBV080_plate02,377,SBV045_plate01,377,7
SBV081_plate02,377,SBV045_plate01,377,1
SBV082_plate02,377,SBV045_plate01,377,1
SBV083_plate02,377,SBV045_plate01,377,1
SBV084_plate02,377,SBV045_plate01,377,0
SBV085_plate03,377,SBV045_plate01,377,3
SBV086_plate02,8346,SBV045_plate01,377,152
SBV087_plate02,377,SBV045_plate01,377,3
SBV088_plate02,377,SBV045_plate01,377,12
SBV089_plate02,377,SBV045_plate01,377,2
SBV090_plate02,377,SBV045_plate01,377,7
SBV091_plate02,377,SBV045_plate01,377,8
SBV092_plate02,377,SBV045_plate01,377,7
SBV093_plate02,377,SBV045_plate01,377,7
SBV094_plate02,377,SBV045_plate01,377,2
SBV095_plate02,377,SBV045_plate01,377,3
SBV096_plate02,377,SBV045_plate01,377,0
SBV097_plate02,377,SBV045_plate01,377,0
SBV098_plate02,377,SBV045_plate01,377,2
SBV099_plate02,377,SBV045_plate01,377,5
SBV100_plate02,377,SBV045_plate01,377,4
SBV101_plate02,377,SBV045_plate01,377,1
SBV102_plate02,377,SBV045_plate01,377,12
SBV103_plate02,377,SBV045_plate01,377,8
SBV104_plate02,377,SBV045_plate01,377,8
SBV105_plate02,377,SBV045_plate01,377,4
SBV106_plate02,377,SBV045_plate01,377,1
SBV107_plate02,377,SBV045_plate01,377,9
SBV108_plate02,377,SBV045_plate01,377,1
SBV109_plate02,377,SBV045_plate01,377,7
SBV110_plate02,377,SBV045_plate01,377,10
SBV111_plate02,377,SBV045_plate01,377,2
SBV112_plate02,377,SBV045_plate01,377,0
SBV113_plate02,377,SBV045_plate01,377,5
SBV114_plate02,377,SBV045_plate01,377,2
SBV115_plate02,377,SBV045_plate01,377,3
SBV116_plate02,377,SBV045_plate01,377,9
SBV117_plate02,377,SBV045_plate01,377,2
SBV118_plate02,377,SBV045_plate01,377,1
SBV119_plate02,377,SBV045_plate01,377,9
SBV120_plate02,1499,SBV045_plate01,377,1025
SBV121_plate02,377,SBV045_plate01,377,2
SBV122_plate02,377,SBV045_plate01,377,5
SBV123_plate02,377,SBV045_plate01,377,3
SBV124_plate02,377,SBV045_plate01,377,2
SBV125_plate02,377,SBV045_plate01,377,2
SBV126_plate03,377,SBV045_plate01,377,2
SBV127_plate02,377,SBV045_plate01,377,7
SBV128_plate02,377,SBV045_plate01,377,2
SBV130_plate02,377,SBV045_plate01,377,4
SBV131_plate03,377,SBV045_plate01,377,2
SBV132_plate02,377,SBV045_plate01,377,3
SBV133_plate02,377,SBV045_plate01,377,7
SBV134_plate02,377,SBV045_plate01,377,3
SBV135_plate02,377,SBV045_plate01,377,4
SBV136_plate02,377,SBV045_plate01,377,3
SBV137_plate03,377,SBV045_plate01,377,4
SBV138_plate02,377,SBV045_plate01,377,4
SBV139_plate02,377,SBV045_plate01,377,4
SBV140_plate02,377,SBV045_plate01,377,0
SBV141_plate02,377,SBV045_plate01,377,2
SBV142_plate02,377,SBV045_plate01,377,2
SBV143_plate02,377,SBV045_plate01,377,0
SBV144_plate02,377,SBV045_plate01,377,7
SBV145_plate02,377,SBV045_plate01,377,3
SBV146_plate02,377,SBV045_plate01,377,5
SBV147_plate02,377,SBV045_plate01,377,9
SBV148_plate02,377,SBV045_plate01,377,2
SBV149_plate03,377,SBV045_plate01,377,9
SBV150_plate02,377,SBV045_plate01,377,2
SBV151_plate02,377,SBV045_plate01,377,7
SBV152_plate02,377,SBV045_plate01,377,5
SBV153_plate02,377,SBV045_plate01,377,5
SBV154_plate03,377,SBV045_plate01,377,10
SBV155_plate03,377,SBV045_plate01,377,6
SBV156_plate02,377,SBV045_plate01,377,7
SBV157_plate02,377,SBV045_plate01,377,4
SBV158_plate02,377,SBV045_plate01,377,3
SBV159_plate02,377,SBV045_plate01,377,6
SBV160_plate02,377,SBV045_plate01,377,5
SBV161_plate02,377,SBV045_plate01,377,11
SBV162_plate02,377,SBV045_plate01,377,3
SBV163_plate02,377,SBV045_plate01,377,4
SBV164_plate02,377,SBV045_plate01,377,3
SBV165_plate02,377,SBV045_plate01,377,12
SBV166_plate02,377,SBV045_plate01,377,2
SBV167_plate02,377,SBV045_plate01,377,3
SBV168_plate02,377,SBV045_plate01,377,3
SBV169_plate02,377,SBV045_plate01,377,3
SBV170_plate02,377,SBV045_plate01,377,14
SBV171_plate02,377,SBV045_plate01,377,0
SBV172_plate02,377,SBV045_plate01,377,4
SBV173_plate02,377,SBV045_plate01,377,0
SBV174_plate02,377,SBV045_plate01,377,3
SBV175_plate02,377,SBV045_plate01,377,0
SBV176_plate02,377,SBV045_plate01,377,14
SBV177_plate03,377,SBV045_plate01,377,4
SBV178_plate03,377,SBV045_plate01,377,12
SBV179_plate03,377,SBV045_plate01,377,4
SBV180_plate03,377,SBV045_plate01,377,2
SBV181_plate03,377,SBV045_plate01,377,6
SBV183_plate03,377,SBV045_plate01,377,8
SBV184_plate03,377,SBV045_plate01,377,6
SBV185_plate03,377,SBV045_plate01,377,5
SBV186_plate03,377,SBV045_plate01,377,6
SBV187_plate03,377,SBV045_plate01,377,2
SBV188_plate03,377,SBV045_plate01,377,5
SBV189_plate03,377,SBV045_plate01,377,1
SBV190_plate03,377,SBV045_plate01,377,4
SBV191_plate03,377,SBV045_plate01,377,8
SBV192_plate03,377,SBV045_plate01,377,4
SBV193_plate03,377,SBV045_plate01,377,3
SBV194_plate03,377,SBV045_plate01,377,3
SBV195_plate03,377,SBV045_plate01,377,3
SBV196_plate03,377,SBV045_plate01,377,15
SBV197_plate03,377,SBV045_plate01,377,6
SBV198_plate03,377,SBV045_plate01,377,2
SBV199_plate03,377,SBV045_plate01,377,3
SBV200_plate03,377,SBV045_plate01,377,10
SBV201_plate03,377,SBV045_plate01,377,5
SBV202_plate03,377,SBV045_plate01,377,1
SBV203_plate03,377,SBV045_plate01,377,4
SBV204_plate03,377,SBV045_plate01,377,8
SBV205_plate03,377,SBV045_plate01,377,6
SBV206_plate03,377,SBV045_plate01,377,6
SBV207_plate03,377,SBV045_plate01,377,1
SBV208_plate03,377,SBV045_plate01,377,9
SBV209_plate03,377,SBV045_plate01,377,3
SBV210_plate03,377,SBV045_plate01,377,8
SBV211_plate03,377,SBV045_plate01,377,5
SBV212_plate03,377,SBV045_plate01,377,12
SBV213_plate03,377,SBV045_plate01,377,2
SBV214_plate03,377,SBV045_plate01,377,4
SBV215_plate03,1499,SBV045_plate01,377,1142
SBV216_plate03,377,SBV045_plate01,377,12
SBV217_plate03,377,SBV045_plate01,377,6
SBV218_plate05,377,SBV045_plate01,377,5
SBV219_plate03,377,SBV045_plate01,377,4
SBV220_plate03,377,SBV045_plate01,377,5
SBV221_plate03,377,SBV045_plate01,377,7
SBV222_plate03,377,SBV045_plate01,377,5
SBV223_plate03,8346,SBV045_plate01,377,156
SBV224_plate03,377,SBV045_plate01,377,6
SBV225_plate03,377,SBV045_plate01,377,4
SBV226_plate03,377,SBV045_plate01,377,5
SBV227_plate03,377,SBV045_plate01,377,9
SBV228_plate03,377,SBV045_plate01,377,10
SBV229_plate03,377,SBV045_plate01,377,2
SBV230_plate03,377,SBV045_plate01,377,6
SBV231_plate03,377,SBV045_plate01,377,7
SBV232_plate03,377,SBV045_plate01,377,3
SBV233_plate03,377,SBV045_plate01,377,8
SBV234_plate05,377,SBV045_plate01,377,11
SBV235_plate05,377,SBV045_plate01,377,5
SBV236_plate03,377,SBV045_plate01,377,7
SBV237_plate03,377,SBV045_plate01,377,5
SBV238_plate03,377,SBV045_plate01,377,3
SBV239_plate03,377,SBV045_plate01,377,1
SBV240_plate05,377,SBV045_plate01,377,7
SBV241_plate03,377,SBV045_plate01,377,8
SBV242_plate03,377,SBV045_plate01,377,7
SBV243_plate03,377,SBV045_plate01,377,3
SBV244_plate03,377,SBV045_plate01,377,9
SBV245_plate03,377,SBV045_plate01,377,10
SBV246_plate03,377,SBV045_plate01,377,5
SBV247_plate03,377,SBV045_plate01,377,11
SBV248_plate05,1058,SBV045_plate01,377,1094
SBV249_plate03,377,SBV045_plate01,377,9
SBV251_plate03,377,SBV045_plate01,377,1
SBV252_plate03,377,SBV045_plate01,377,13
SBV253_plate03,377,SBV045_plate01,377,2
SBV254_plate03,377,SBV045_plate01,377,101
SBV255_plate03,377,SBV045_plate01,377,4
SBV256_plate03,377,SBV045_plate01,377,9
SBV257_plate05,377,SBV045_plate01,377,5
SBV258_plate03,377,SBV045_plate01,377,5
SBV259_plate03,377,SBV045_plate01,377,5
SBV260_plate03,377,SBV045_plate01,377,5
SBV261_plate03,377,SBV045_plate01,377,1
SBV262_plate03,377,SBV045_plate01,377,9
SBV263_plate03,377,SBV045_plate01,377,13
SBV265_plate03,377,SBV045_plate01,377,7
SBV266_plate03,377,SBV045_plate01,377,5
SBV267_plate03,377,SBV045_plate01,377,5
SBV268_plate03,377,SBV045_plate01,377,8
SBV269_plate05,377,SBV045_plate01,377,12
SBV270_plate04,377,SBV045_plate01,377,12
SBV271_plate04,377,SBV045_plate01,377,9
SBV272_plate04,377,SBV045_plate01,377,4
SBV273_plate04,377,SBV045_plate01,377,9
SBV274_plate04,377,SBV045_plate01,377,12
SBV275_plate04,377,SBV045_plate01,377,14
SBV276_plate04,377,SBV045_plate01,377,12
SBV277_plate04,377,SBV045_plate01,377,13
SBV278_plate04,377,SBV045_plate01,377,4
SBV279_plate04,377,SBV045_plate01,377,4
SBV280_plate05,377,SBV045_plate01,377,7
SBV281_plate04,377,SBV045_plate01,377,4
SBV282_plate04,377,SBV045_plate01,377,6
SBV283_plate04,377,SBV045_plate01,377,7
SBV284_plate04,377,SBV045_plate01,377,10
SBV285_plate04,377,SBV045_plate01,377,5
SBV286_plate04,377,SBV045_plate01,377,9
SBV287_plate04,377,SBV045_plate01,377,6
SBV288_plate04,377,SBV045_plate01,377,6
SBV289_plate04,377,SBV045_plate01,377,12
SBV290_plate04,377,SBV045_plate01,377,8
SBV291_plate04,377,SBV045_plate01,377,4
SBV292_plate04,377,SBV045_plate01,377,9
SBV293_plate04,377,SBV045_plate01,377,7
SBV294_plate04,377,SBV045_plate01,377,6
SBV295_plate04,377,SBV045_plate01,377,12
SBV296_plate04,377,SBV045_plate01,377,6
SBV297_plate04,377,SBV045_plate01,377,0
SBV298_plate04,377,SBV045_plate01,377,6
SBV299_plate04,377,SBV045_plate01,377,8
SBV300_plate04,377,SBV045_plate01,377,8
SBV301_plate04,377,SBV045_plate01,377,11
SBV302_plate04,377,SBV045_plate01,377,6
SBV304_plate04,2640,SBV045_plate01,377,340
SBV305_plate04,377,SBV045_plate01,377,14
SBV306_plate04,377,SBV045_plate01,377,10
SBV307_plate04,377,SBV045_plate01,377,12
SBV308_plate04,377,SBV045_plate01,377,6
SBV310_plate04,377,SBV045_plate01,377,12
SBV311_plate04,377,SBV045_plate01,377,12
SBV312_plate04,377,SBV045_plate01,377,9
SBV313_plate04,377,SBV045_plate01,377,92
SBV314_plate04,377,SBV045_plate01,377,5
SBV315_plate04,377,SBV045_plate01,377,8
SBV316_plate04,377,SBV045_plate01,377,15
SBV317_plate04,377,SBV045_plate01,377,7
SBV318_plate04,377,SBV045_plate01,377,8
SBV319_plate04,377,SBV045_plate01,377,15
SBV320_plate04,377,SBV045_plate01,377,7
SBV321_plate04,377,SBV045_plate01,377,5
SBV322_plate04,377,SBV045_plate01,377,4
SBV323_plate04,377,SBV045_plate01,377,6
SBV324_plate04,377,SBV045_plate01,377,5
SBV325_plate04,377,SBV045_plate01,377,7
SBV326_plate04,377,SBV045_plate01,377,11
SBV327_plate04,377,SBV045_plate01,377,8
SBV328_plate04,377,SBV045_plate01,377,6
SBV329_plate04,377,SBV045_plate01,377,8
SBV330_plate04,377,SBV045_plate01,377,7
SBV331_plate04,377,SBV045_plate01,377,11
SBV332_plate04,377,SBV045_plate01,377,1
SBV333_plate04,377,SBV045_plate01,377,5
SBV334_plate04,377,SBV045_plate01,377,11
SBV335_plate04,377,SBV045_plate01,377,7
SBV336_plate04,377,SBV045_plate01,377,7
SBV337_plate04,377,SBV045_plate01,377,1
SBV338_plate04,377,SBV045_plate01,377,11
SBV339_plate04,377,SBV045_plate01,377,12
SBV340_plate04,377,SBV045_plate01,377,12
SBV341_plate04,377,SBV045_plate01,377,12
SBV342_plate04,2640,SBV045_plate01,377,340
SBV343_plate04,377,SBV045_plate01,377,14
SBV344_plate04,377,SBV045_plate01,377,7
SBV345_plate04,377,SBV045_plate01,377,5
SBV347_plate04,377,SBV045_plate01,377,4
SBV348_plate04,377,SBV045_plate01,377,7
SBV349_plate04,377,SBV045_plate01,377,6
SBV350_plate04,377,SBV045_plate01,377,11
SBV351_plate04,377,SBV045_plate01,377,11
SBV352_plate04,377,SBV045_plate01,377,14
SBV353_plate04,377,SBV045_plate01,377,12
SBV354_plate04,377,SBV045_plate01,377,10
SBV355_plate04,377,SBV045_plate01,377,4
SBV356_plate04,377,SBV045_plate01,377,3
SBV357_plate04,377,SBV045_plate01,377,9
SBV358_plate04,377,SBV045_plate01,377,7
SBV359_plate04,377,SBV045_plate01,377,7
SBV361_plate04,377,SBV045_plate01,377,3
SBV362_plate04,377,SBV045_plate01,377,13
SBV363_plate04,377,SBV045_plate01,377,13
SBV364_plate04,377,SBV045_plate01,377,13
SBV365_plate04,377,SBV045_plate01,377,9
SBV366_plate04,377,SBV045_plate01,377,8
SBV367_plate04,377,SBV045_plate01,377,10
SBV368_plate04,377,SBV045_plate01,377,12
SBV369_plate04,377,SBV045_plate01,377,12
SBV370_plate05,377,SBV045_plate01,377,11
SBV371_plate05,377,SBV045_plate01,377,9
SBV372_plate05,377,SBV045_plate01,377,9
SBV373_plate05,377,SBV045_plate01,377,8
SBV374_plate05,377,SBV045_plate01,377,16
SBV375_plate05,377,SBV045_plate01,377,4
SBV376_plate05,377,SBV045_plate01,377,12
Reference,377,SBV046_plate01,377,53
SBV001_plate05,1499,SBV046_plate01,377,1028
SBV002_plate01,1499,SBV046_plate01,377,1292
SBV003_plate01,1499,SBV046_plate01,377,1146
SBV004_plate01,1499,SBV046_plate01,377,1094
SBV005_plate01,377,SBV046_plate01,377,53
SBV006_plate01,1499,SBV046_plate01,377,1079
SBV007_plate01,377,SBV046_plate01,377,9
SBV008_plate01,1499,SBV046_plate01,377,1142
SBV009_plate01,1499,SBV046_plate01,377,1177
SBV010_plate01,377,SBV046_plate01,377,85
SBV011_plate01,377,SBV046_plate01,377,115
SBV012_plate01,1499,SBV046_plate01,377,1017
SBV013_plate01,1499,SBV046_plate01,377,1011
SBV014_plate01,1499,SBV046_plate01,377,1183
SBV015_plate01,1499,SBV046_plate01,377,1161
SBV016_plate01,8346,SBV046_plate01,377,156
SBV017_plate01,1058,SBV046_plate01,377,1106
SBV018_plate01,1499,SBV046_plate01,377,1275
SBV019_plate01,377,SBV046_plate01,377,92
SBV020_plate01,1499,SBV046_plate01,377,1026
SBV021_plate01,377,SBV046_plate01,377,97
SBV022_plate01,377,SBV046_plate01,377,24
SBV023_plate01,377,SBV046_plate01,377,2
SBV024_plate01,377,SBV046_plate01,377,92
