isolate	seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
SBV159_flye	contig_8	88979	253	Y	N	1	*	8
SBV159_flye	contig_4	35616	266	N	Y	1	2	*,4,*
SBV159_flye	contig_9	9186	228	Y	N	1	*	9
SBV159_flye	contig_7	6223	280	Y	N	1	*	7
SBV160_flye	contig_1	3069529	264	N	N	1	*	-2,1,2
SBV160_flye	contig_5	1605252	235	N	N	1	*	2,5,-2
SBV160_flye	contig_7	93712	215	Y	N	1	*	7
SBV160_flye	contig_3	34469	244	N	Y	1	2	*,3,*
SBV160_flye	contig_6	9474	427	Y	N	2	*	6
SBV161_flye	contig_1	3069527	226	N	N	1	*	-2,1,2
SBV161_flye	contig_5	1605245	202	N	N	1	*	2,5,-2
SBV161_flye	contig_7	93712	177	Y	N	1	*	7
SBV161_flye	contig_3	35616	227	N	Y	1	2	*,3,*
SBV161_flye	contig_6	9166	240	Y	N	1	*	6
SBV162_flye	contig_1	3069543	93	N	N	1	*	-3,1,3
SBV162_flye	contig_2	1605252	81	N	N	1	*	3,2,-3
SBV162_flye	contig_7	93712	60	Y	N	1	*	7
SBV162_flye	contig_3	41176	21	N	Y	1	*	3
SBV162_flye	contig_4	35616	77	N	Y	1	2	*,4,*
SBV162_flye	contig_5	34470	20	N	Y	1	2	*,5,*
SBV162_flye	contig_6	4593	203	Y	Y	2	*	6
SBV163_flye	contig_1	3069519	146	N	N	1	*	-3,1,3
SBV163_flye	contig_2	1605139	129	N	N	1	*	3,2,-3
SBV163_flye	contig_7	93712	118	Y	N	1	*	7
SBV163_flye	contig_5	35616	156	N	Y	1	2	*,5,*
SBV163_flye	contig_6	9187	178	Y	N	1	*	6
SBV164_flye	contig_1	3069536	96	N	N	1	*	-3,1,3
SBV164_flye	contig_2	1605227	87	N	N	1	*	3,2,-3
SBV164_flye	contig_6	93718	76	Y	N	1	*	6
SBV164_flye	contig_3	41174	21	N	Y	1	*	3
SBV164_flye	contig_4	35616	89	N	Y	1	2	*,4,*
SBV164_flye	contig_5	34470	20	N	Y	1	2	*,5,*
SBV164_flye	contig_7	9192	127	Y	N	1	*	7
SBV165_flye	contig_1	3069419	188	N	N	1	*	-2,1,2
SBV165_flye	contig_5	1605231	165	N	N	1	*	2,5,-2
SBV165_flye	contig_6	93712	170	Y	N	1	*	6
SBV165_flye	contig_3	35616	178	N	Y	1	2	*,3,*
SBV165_flye	contig_7	9186	379	Y	Y	2	*	7
SBV166_flye	contig_5	3069548	125	N	N	1	*	1,5,-1
SBV166_flye	contig_2	1605233	114	N	N	1	*	-1,2,1
SBV166_flye	contig_6	93712	109	Y	N	1	*	6
SBV166_flye	contig_3	34470	118	N	Y	1	2	*,3,*
SBV166_flye	contig_7	9186	222	Y	Y	1	*	7
SBV167_flye	contig_1	3069535	330	N	N	1	*	-2,1,2
SBV167_flye	contig_5	1605244	290	N	N	1	*	2,5,-2
SBV167_flye	contig_6	93712	289	Y	N	1	*	6
SBV167_flye	contig_3	35616	322	N	Y	1	2	*,3,*
SBV167_flye	contig_7	4593	1422	Y	Y	5	*	7
SBV168_flye	contig_2	3069528	125	N	N	1	*	-3,2,3
SBV168_flye	contig_1	1605283	113	N	N	1	*	3,1,-3
SBV168_flye	contig_7	93712	120	Y	N	1	*	7
SBV168_flye	contig_5	35616	117	N	Y	1	2	*,5,*
SBV168_flye	contig_6	8850	419	Y	Y	4	*	6
SBV169_flye	contig_3	1652007	95	N	N	1	*	-5,3
SBV169_flye	contig_1	1605255	91	N	N	1	*	5,1,-5
SBV169_flye	contig_2	1301452	100	N	N	1	*	-5,2,9,-4
SBV169_flye	contig_10	93712	85	Y	N	1	*	10
SBV169_flye	contig_4	89942	188	N	Y	2	*	4
SBV169_flye	contig_5	41182	22	N	Y	1	*	5
SBV169_flye	contig_7	35616	102	N	Y	1	2	*,7,*
SBV169_flye	contig_6	34469	20	N	Y	1	2	*,6,*
SBV169_flye	contig_8	4593	629	Y	Y	7	*	8
SBV170_flye	contig_1	3069525	82	N	N	1	*	-3,1,3
SBV170_flye	contig_2	1605232	79	N	N	1	*	3,2,-3
SBV170_flye	contig_6	93721	72	Y	N	1	*	6
SBV170_flye	contig_3	41180	21	N	Y	1	*	3
SBV170_flye	contig_4	35616	74	N	Y	1	2	*,4,*
SBV170_flye	contig_5	34470	20	N	Y	1	2	*,5,*
SBV170_flye	contig_7	4593	706	Y	Y	10	*	7
SBV171_flye	contig_5	3069540	80	N	N	1	*	1,5,-1
SBV171_flye	contig_2	1605243	73	N	N	1	*	-1,2,1
SBV171_flye	contig_6	93712	61	Y	N	1	*	6
SBV171_flye	contig_1	41182	21	N	Y	1	*	1
SBV171_flye	contig_3	35616	77	N	Y	1	2	*,3,*
SBV171_flye	contig_4	34469	20	N	Y	1	2	*,4,*
SBV171_flye	contig_7	9187	149	Y	Y	2	*	7
SBV171_flye	contig_8	6218	210	Y	Y	3	*	8
SBV172_flye	contig_1	1657508	150	N	N	1	*	-3,1,-8
SBV172_flye	contig_6	1605252	140	N	N	1	*	3,6,-3
SBV172_flye	contig_2	1316796	157	N	N	1	*	-3,2
SBV172_flye	contig_7	95191	256	N	N	2	*	8,7
SBV172_flye	contig_9	93712	126	Y	N	1	*	9
SBV172_flye	contig_4	34469	142	N	Y	1	2	*,4,*
SBV172_flye	contig_10	9186	200	Y	N	1	*	10
SBV173_flye	contig_1	3069526	135	N	N	1	*	-2,1,2
SBV173_flye	contig_5	1605255	119	N	N	1	*	2,5,-2
SBV173_flye	contig_7	93712	99	Y	N	1	*	7
SBV173_flye	contig_3	35616	124	N	Y	1	2	*,3,*
SBV173_flye	contig_6	9186	250	Y	Y	2	*	6
SBV174_flye	contig_2	3069528	160	N	N	1	*	-3,2,3
SBV174_flye	contig_1	1605254	139	N	N	1	*	3,1,-3
SBV174_flye	contig_7	93712	127	Y	N	1	*	7
SBV174_flye	contig_5	35616	151	N	Y	1	2	*,5,*
SBV174_flye	contig_6	4593	451	Y	Y	3	*	6
SBV175_flye	contig_1	3069540	257	N	N	1	*	3,1,-3
SBV175_flye	contig_2	1605238	224	N	N	1	*	-3,2,3
SBV175_flye	contig_6	93712	191	Y	N	1	*	6
SBV175_flye	contig_4	35616	240	N	Y	1	2	*,4,*
SBV175_flye	contig_7	9186	401	Y	N	2	*	7
SBV176_flye	contig_1	3069533	152	N	N	1	*	-3,1,3
SBV176_flye	contig_2	1605230	135	N	N	1	*	3,2,-3
SBV176_flye	contig_7	93721	101	Y	N	1	*	7
SBV176_flye	contig_4	35616	132	N	Y	1	2	*,4,*
SBV176_flye	contig_6	9271	112	Y	N	1	*	6
