isolate	seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
SBV254_flye	contig_1	4700546	230	Y	N	1	*	1
SBV254_flye	contig_2	93718	253	Y	N	1	*	2
SBV255_flye	contig_1	3069534	160	N	N	1	*	-2,1,2
SBV255_flye	contig_5	1605258	143	N	N	1	*	2,5,-2
SBV255_flye	contig_7	93712	183	Y	N	1	*	7
SBV255_flye	contig_3	35616	149	N	Y	1	2	*,3,*
SBV255_flye	contig_6	3974	495	Y	Y	4	*	6
SBV256_flye	contig_5	3069544	46	N	N	1	*	1,5,-1
SBV256_flye	contig_2	1605232	44	N	N	1	*	-1,2,1
SBV256_flye	contig_6	93717	39	Y	N	1	*	6
SBV256_flye	contig_1	41174	20	N	Y	1	*	1
SBV256_flye	contig_4	35616	46	N	Y	1	2	*,4,*
SBV256_flye	contig_3	34470	17	N	Y	1	2	*,3,*
SBV256_flye	contig_12	13832	114	Y	Y	2	*	12
SBV256_flye	contig_11	9127	42	Y	Y	1	*	11
SBV256_flye	contig_10	951	14	N	Y	2	*	10
SBV258_flye	contig_1	3069668	75	N	N	1	*	-3,1,3
SBV258_flye	contig_2	1605253	63	N	N	1	*	3,2,-3
SBV258_flye	contig_6	93712	62	Y	N	1	*	6
SBV258_flye	contig_3	41189	21	N	Y	1	*	3
SBV258_flye	contig_4	35616	73	N	Y	1	2	*,4,*
SBV258_flye	contig_5	34470	20	N	Y	1	2	*,5,*
SBV258_flye	contig_7	9187	80	Y	N	1	*	7
SBV259_flye	contig_2	3069507	83	N	N	1	*	-4,2,4
SBV259_flye	contig_3	1605252	72	N	N	1	*	4,3,-4
SBV259_flye	contig_1	93712	78	Y	N	1	*	1
SBV259_flye	contig_4	41177	21	N	Y	1	*	4
SBV259_flye	contig_5	35616	85	N	Y	1	2	*,5,*
SBV259_flye	contig_6	34471	20	N	Y	1	2	*,6,*
SBV259_flye	contig_7	9191	109	Y	N	2	*	7
SBV260_flye	contig_5	3069544	102	N	N	1	*	1,5,-1
SBV260_flye	contig_2	1605237	93	N	N	1	*	-1,2,1
SBV260_flye	contig_7	93712	76	Y	N	1	*	7
SBV260_flye	contig_1	42329	22	N	Y	1	*	1
SBV260_flye	contig_3	35616	20	N	Y	1	2	*,3,*
SBV260_flye	contig_4	34469	102	N	Y	1	2	*,4,*
SBV260_flye	contig_6	9186	82	Y	N	1	*	6
SBV261_flye	contig_1	3069545	95	N	N	1	*	3,1,-3
SBV261_flye	contig_2	1605232	86	N	N	1	*	-3,2,3
SBV261_flye	contig_18	93666	54	Y	N	1	*	18
SBV261_flye	contig_3	42329	21	N	Y	1	*	3
SBV261_flye	contig_4	35616	20	N	Y	1	2	*,4,*
SBV261_flye	contig_5	34469	90	N	Y	1	2	*,5,*
SBV261_flye	contig_11	20991	53	N	Y	53	*	*,11,*
SBV261_flye	contig_12	15729	39	N	Y	39	*	12,*
SBV261_flye	contig_19	9068	67	Y	N	1	*	19
SBV261_flye	contig_14	8170	56	N	N	4	*	9,14,-17,6,6,6,8,6,6
SBV261_flye	contig_7	5280	26	N	Y	8	*	7
SBV261_flye	contig_10	4185	25	N	Y	12	*	10
SBV262_flye	contig_1	3069136	78	N	N	1	*	-2,1,2
SBV262_flye	contig_5	1605252	67	N	N	1	*	2,5,-2
SBV262_flye	contig_7	93712	87	Y	N	1	*	7
SBV262_flye	contig_2	41182	21	N	Y	1	*	2
SBV262_flye	contig_4	35616	85	N	Y	1	2	*,4,*
SBV262_flye	contig_3	34469	20	N	Y	1	2	*,3,*
SBV262_flye	contig_6	8996	118	Y	Y	1	*	6
SBV263_flye	contig_6	1605176	121	N	N	1	*	3,6,-3
SBV263_flye	contig_2	1496860	144	N	N	1	*	-3,2
SBV263_flye	contig_1	1423710	161	N	N	1	*	-8,-9,1,3
SBV263_flye	contig_8	149633	304	N	Y	2	*	8
SBV263_flye	contig_10	93712	179	Y	N	1	*	10
SBV263_flye	contig_11	42928	350	Y	Y	2	*	11
SBV263_flye	contig_5	35616	131	N	Y	1	2	*,5,*
SBV263_flye	contig_7	9527	272	Y	Y	2	*	7
SBV264_flye	contig_1	4801045	94	Y	N	1	*	1
SBV264_flye	contig_2	7812	169	Y	Y	2	*	2
SBV265_flye	contig_1	3069526	42	N	N	1	*	-2,1,2
SBV265_flye	contig_5	1605435	35	N	N	1	*	2,5,-2
SBV265_flye	contig_7	93712	44	Y	N	1	*	7
SBV265_flye	contig_2	41182	19	N	Y	1	*	2
SBV265_flye	contig_4	35616	43	N	Y	1	2	*,4,*
SBV265_flye	contig_3	34094	13	N	Y	1	2	*,3,*
SBV265_flye	contig_6	4593	234	Y	Y	7	*	6
SBV266_flye	contig_1	3069111	48	N	N	1	*	-2,1,2
SBV266_flye	contig_5	1605255	39	N	N	1	*	2,5,-2
SBV266_flye	contig_7	93712	39	Y	N	1	*	7
SBV266_flye	contig_2	41182	20	N	Y	1	*	2
SBV266_flye	contig_4	35616	42	N	Y	1	2	*,4,*
SBV266_flye	contig_3	34115	14	N	Y	1	2	*,3,*
SBV266_flye	contig_6	4514	231	Y	Y	6	*	6
SBV267_flye	contig_3	1605249	58	N	N	1	*	4,3,-4
SBV267_flye	contig_1	1508597	66	N	N	1	*	-8,-9,1,4
SBV267_flye	contig_2	1411808	72	N	N	1	*	-4,2
SBV267_flye	contig_8	149631	137	N	Y	2	*	8
SBV267_flye	contig_10	93712	57	Y	N	1	*	10
SBV267_flye	contig_4	41188	21	N	Y	1	*	4
SBV267_flye	contig_5	35616	60	N	Y	1	2	*,5,*
SBV267_flye	contig_6	34470	20	N	Y	1	2	*,6,*
SBV267_flye	contig_7	8665	117	Y	Y	2	*	7
SBV268_flye	contig_1	3069546	170	N	N	1	*	3,1,-3
SBV268_flye	contig_2	1605227	148	N	N	1	*	-3,2,3
SBV268_flye	contig_7	93721	111	Y	N	1	*	7
SBV268_flye	contig_4	35616	146	N	Y	1	2	*,4,*
SBV268_flye	contig_6	9047	204	Y	N	1	*	6
