isolate	seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
AG1319_P4_067_SBV338_flye	contig_1	4743855	98	Y	N	1	*	1
AG1319_P4_067_SBV338_flye	contig_2	93712	53	Y	N	1	*	2
AG1319_P4_067_SBV338_flye	contig_3	10862	144	Y	N	1	*	3
AG1319_P4_067_SBV338_flye	contig_4	4593	484	Y	Y	6	*	4
AG1319_P4_068_SBV339_flye	contig_1	4777142	206	Y	N	1	*	1
AG1319_P4_068_SBV339_flye	contig_2	93712	184	Y	N	1	*	2
AG1319_P4_068_SBV339_flye	contig_4	42928	398	Y	Y	2	*	4
AG1319_P4_068_SBV339_flye	contig_3	9186	686	Y	Y	4	*	3
AG1319_P4_069_SBV340_flye	contig_1	4744820	139	Y	N	1	*	1
AG1319_P4_069_SBV340_flye	contig_5	93712	117	Y	N	1	*	5
AG1319_P4_069_SBV340_flye	contig_6	41706	230	Y	N	2	*	6
AG1319_P4_069_SBV340_flye	contig_2	8679	343	Y	Y	3	*	2
AG1319_P4_069_SBV340_flye	contig_4	5378	197	N	Y	1	2	*,4,*
AG1319_P4_070_SBV341_flye	contig_1	4745122	154	Y	N	1	*	1
AG1319_P4_070_SBV341_flye	contig_3	93057	121	Y	N	1	*	3
AG1319_P4_070_SBV341_flye	contig_2	9186	197	Y	N	1	*	2
AG1319_P4_071_SBV342_flye	contig_1	4785919	218	Y	N	1	*	1
AG1319_P4_071_SBV342_flye	contig_2	93816	153	Y	N	1	*	2
AG1319_P4_072_SBV343_flye	contig_1	4744908	350	Y	N	1	*	1
AG1319_P4_072_SBV343_flye	contig_3	93712	264	Y	N	1	*	3
AG1319_P4_072_SBV343_flye	contig_2	9052	392	Y	N	1	*	2
AG1319_P4_073_SBV344_flye	contig_1	4737723	171	Y	N	1	*	1
AG1319_P4_073_SBV344_flye	contig_3	92570	113	Y	N	1	*	3
AG1319_P4_073_SBV344_flye	contig_2	9186	137	Y	N	1	*	2
AG1319_P4_074_SBV345_flye	contig_1	4744896	113	Y	N	1	*	1
AG1319_P4_074_SBV345_flye	contig_2	93721	163	Y	N	1	*	2
AG1319_P4_074_SBV345_flye	contig_3	33565	333	Y	Y	3	*	3
AG1319_P4_074_SBV345_flye	contig_4	4593	529	Y	Y	5	*	4
AG1319_P4_075_SBV347_flye	contig_1	3069542	88	N	N	1	*	3,1,-3
AG1319_P4_075_SBV347_flye	contig_2	1605051	73	N	N	1	*	-3,2,3
AG1319_P4_075_SBV347_flye	contig_6	93712	51	Y	N	1	*	6
AG1319_P4_075_SBV347_flye	contig_3	41182	22	N	Y	1	*	3
AG1319_P4_075_SBV347_flye	contig_4	35616	87	N	Y	1	2	*,4,*
AG1319_P4_075_SBV347_flye	contig_5	34469	20	N	Y	1	2	*,5,*
AG1319_P4_075_SBV347_flye	contig_7	4593	197	Y	Y	2	*	7
AG1319_P4_076_SBV348_flye	contig_1	4732581	101	Y	N	1	*	1
AG1319_P4_076_SBV348_flye	contig_5	94245	118	Y	N	1	*	5
AG1319_P4_076_SBV348_flye	contig_4	4595	306	Y	Y	2	*	4
AG1319_P4_076_SBV348_flye	contig_3	867	123	N	Y	1	2	*,3,*
AG1319_P4_077_SBV349_flye	contig_1	4744890	311	Y	N	1	*	1
AG1319_P4_077_SBV349_flye	contig_2	93721	209	Y	N	1	*	2
AG1319_P4_077_SBV349_flye	contig_3	9172	394	Y	N	1	*	3
AG1319_P4_078_SBV350_flye	contig_1	4744712	77	Y	N	1	*	1
AG1319_P4_078_SBV350_flye	contig_2	93712	64	Y	N	1	*	2
AG1319_P4_078_SBV350_flye	contig_3	9172	178	Y	Y	3	*	3
AG1319_P4_079_SBV351_flye	contig_1	4744884	275	Y	N	1	*	1
AG1319_P4_079_SBV351_flye	contig_4	93712	294	Y	N	1	*	4
AG1319_P4_079_SBV351_flye	contig_3	43181	592	Y	Y	2	*	3
AG1319_P4_079_SBV351_flye	contig_2	9550	437	Y	Y	1	*	2
AG1319_P4_080_SBV352_flye	contig_1	4744906	182	Y	N	1	*	1
AG1319_P4_080_SBV352_flye	contig_3	93712	172	Y	N	1	*	3
AG1319_P4_080_SBV352_flye	contig_2	4593	539	Y	Y	3	*	2
AG1319_P4_081_SBV353_flye	contig_1	4744892	156	Y	N	1	*	1
AG1319_P4_081_SBV353_flye	contig_2	93712	109	Y	N	1	*	2
AG1319_P4_081_SBV353_flye	contig_3	4593	273	Y	Y	1	*	3
AG1319_P4_082_SBV354_flye	contig_1	4744880	40	Y	N	1	*	1
AG1319_P4_082_SBV354_flye	contig_2	93712	33	Y	N	1	*	2
AG1319_P4_082_SBV354_flye	contig_3	13320	21	Y	N	1	*	3
AG1319_P4_083_SBV355_flye	contig_1	3069535	117	N	N	1	*	-3,1,3
AG1319_P4_083_SBV355_flye	contig_2	1605259	97	N	N	1	*	3,2,-3
AG1319_P4_083_SBV355_flye	contig_6	93712	89	Y	N	1	*	6
AG1319_P4_083_SBV355_flye	contig_3	42330	22	N	Y	1	*	3
AG1319_P4_083_SBV355_flye	contig_4	34469	103	N	Y	1	2	*,4,*
AG1319_P4_083_SBV355_flye	contig_7	9158	66	Y	N	1	*	7
AG1319_P4_084_SBV356_flye	contig_1	4744879	80	Y	N	1	*	1
AG1319_P4_084_SBV356_flye	contig_2	93712	54	Y	N	1	*	2
AG1319_P4_084_SBV356_flye	contig_3	13013	23	Y	N	1	*	3
AG1319_P4_085_SBV357_flye	contig_1	3069533	140	N	N	1	*	-3,1,3
AG1319_P4_085_SBV357_flye	contig_2	1605140	116	N	N	1	*	3,2,-3
AG1319_P4_085_SBV357_flye	contig_6	93712	102	Y	N	1	*	6
AG1319_P4_085_SBV357_flye	contig_5	35616	126	N	Y	1	2	*,5,*
AG1319_P4_085_SBV357_flye	contig_7	4593	199	Y	Y	1	*	7
AG1319_P4_086_SBV358_flye	contig_1	4744888	93	Y	N	1	*	1
AG1319_P4_086_SBV358_flye	contig_3	93673	86	Y	N	1	*	3
AG1319_P4_086_SBV358_flye	contig_2	9192	239	Y	Y	2	*	2
AG1319_P4_087_SBV359_flye	contig_1	4744905	164	Y	N	1	*	1
AG1319_P4_087_SBV359_flye	contig_5	93081	124	Y	N	1	*	5
AG1319_P4_087_SBV359_flye	contig_2	35616	129	N	Y	129	2	*,2,*
AG1319_P4_087_SBV359_flye	contig_4	4593	229	Y	Y	1	*	4
AG1319_P4_088_SBV361_flye	contig_1	4744837	169	Y	N	1	*	1
AG1319_P4_088_SBV361_flye	contig_4	93712	117	Y	N	1	*	4
AG1319_P4_088_SBV361_flye	contig_5	4593	247	Y	Y	1	*	5
AG1319_P4_089_SBV362_flye	contig_1	4744892	103	Y	N	1	*	1
AG1319_P4_089_SBV362_flye	contig_5	93712	95	Y	N	1	*	5
AG1319_P4_089_SBV362_flye	contig_4	9212	231	Y	Y	2	*	4
AG1319_P4_090_SBV363_flye	contig_1	4744909	47	Y	N	1	*	1
AG1319_P4_090_SBV363_flye	contig_3	93712	42	Y	N	1	*	3
AG1319_P4_090_SBV363_flye	contig_2	4593	136	Y	Y	3	*	2
AG1319_P4_091_SBV364_flye	contig_1	4744913	126	Y	N	1	*	1
AG1319_P4_091_SBV364_flye	contig_3	93712	107	Y	N	1	*	3
AG1319_P4_091_SBV364_flye	contig_2	9093	104	Y	N	1	*	2
AG1319_P4_092_SBV365_flye	contig_5	3069552	226	N	N	1	*	1,5,-1
AG1319_P4_092_SBV365_flye	contig_2	1605126	183	N	N	1	*	-1,2,1
AG1319_P4_092_SBV365_flye	contig_7	93712	155	Y	N	1	*	7
AG1319_P4_092_SBV365_flye	contig_4	35616	219	N	Y	1	2	*,4,*
AG1319_P4_092_SBV365_flye	contig_6	4591	317	Y	Y	1	*	6
AG1319_P4_093_SBV366_flye	contig_1	4744856	110	Y	N	1	*	1
AG1319_P4_093_SBV366_flye	contig_2	93712	78	Y	N	1	*	2
AG1319_P4_093_SBV366_flye	contig_3	9068	67	Y	N	1	*	3
AG1319_P4_094_SBV367_flye	contig_1	4595247	126	N	N	1	*	-3,1,-3
AG1319_P4_094_SBV367_flye	contig_2	155396	178	N	N	1	*	2,3
AG1319_P4_094_SBV367_flye	contig_5	93712	127	Y	N	1	*	5
AG1319_P4_094_SBV367_flye	contig_4	9188	93	Y	N	1	*	4
AG1319_P4_095_SBV368_flye	contig_1	4744913	200	Y	N	1	*	1
AG1319_P4_095_SBV368_flye	contig_2	93712	289	Y	N	1	*	2
AG1319_P4_095_SBV368_flye	contig_3	9174	760	Y	Y	4	*	3
AG1319_P4_096_SBV369_flye	contig_1	4744892	119	Y	N	1	*	1
AG1319_P4_096_SBV369_flye	contig_3	93712	100	Y	N	1	*	3
AG1319_P4_096_SBV369_flye	contig_2	9186	183	Y	N	1	*	2
